"SWOT.Cats","Negotiation.phase","msg.number","Message"
"O I","IGC",170,"mandates"
"O I","IGC",170,"participants"
"O I","IGC",170,"cooperate"
"O I","IGC",170,"providing"
"O I","IGC",170,"perspectives"
"O I","IGC",170,"expertise"
"O I","IGC",170,"respective"
"O I","IGC",170,"fields"
"O I","IGC",170,"leading"
"O I","IGC",170,"resilient"
"O I","IGC",170,"system"
"O I","IGC",170,"governance"
"O I","IGC",170,"abnj"
"S II","IGC",171,"existing"
"S II","IGC",171,"regional"
"S II","IGC",171,"practices"
"S II","IGC",171,"implementation"
"S II","IGC",171,"proposed"
"S II","IGC",171,"international"
"S II","IGC",171,"legal"
"S II","IGC",171,"instrument"
"W II","IGC",172,"fishing"
"W II","IGC",172,"excluded"
"W II","IGC",172,"discussions"
"O V","IGC",173,"science"
"O V","IGC",173,"neutral"
"O V","IGC",173,"platform"
"O V","IGC",173,"remove"
"O V","IGC",173,"political"
"O V","IGC",173,"barriers"
"O V","IGC",173,"hinder"
"O V","IGC",173,"science"
"O V","IGC",173,"based"
"O V","IGC",173,"management"
"T I","IGC",174,"countries"
"T I","IGC",174,"struggle"
"T I","IGC",174,"accept"
"T I","IGC",174,"relevance"
"T I","IGC",174,"iplcs"
"T I","IGC",174,"knowledge"
"T I","IGC",174,"seas"
"T I","IGC",174,"governance"
"T I","IGC",174,"contribute"
"O II","IGC",175,"institutional"
"O II","IGC",175,"cooperation"
"O II","IGC",175,"structures"
"O II","IGC",175,"processes"
"O II","IGC",175,"created"
"O II","IGC",175,"address"
"O II","IGC",175,"sources"
"O II","IGC",175,"conflict"
"S II","IGC",176,"parties"
"S II","IGC",176,"strength"
"S II","IGC",176,"enhancw"
"S II","IGC",176,"cooperation"
"S II","IGC",176,"relevant"
"S II","IGC",176,"legal"
"S II","IGC",176,"instruments"
"S II","IGC",176,"frameworks"
"S II","IGC",176,"relevant"
"S II","IGC",176,"global"
"S II","IGC",176,"regional"
"S II","IGC",176,"subregional"
"S II","IGC",176,"sectoral"
"S II","IGC",176,"bodies"
"S III","IGC",177,"undermine"
"S III","IGC",177,"relevant"
"S III","IGC",177,"existing"
"S III","IGC",177,"frameworks"
"S III","IGC",177,"bodies"
"S III","IGC",177,"instruments"
"T I","IGC",178,"networks"
"T I","IGC",178,"seamounts"
"T I","IGC",178,"considered"
"T I","IGC",178,"legal"
"T I","IGC",178,"zoning"
"T I","IGC",178,"based"
"T I","IGC",178,"management"
"T I","IGC",178,"tools"
"T I","IGC",178,"abmts"
"T I","IGC",179,"term"
"T I","IGC",179,"undermine"
"T I","IGC",179,"remains"
"T I","IGC",179,"unclear"
"T I","IGC",179,"interpreted"
"T I","IGC",179,"support"
"T I","IGC",179,"improvement"
"T I","IGC",179,"status"
"T I","IGC",179,"quo"
"S III","IGC",180,"aims"
"S III","IGC",180,"adaptive"
"S III","IGC",180,"capacity"
"T I","IGC",181,"undermine"
"T I","IGC",181,"commitment"
"T I","IGC",181,"undermining"
"T I","IGC",181,"process"
"O II","IGC",182,"soft"
"O II","IGC",182,"law"
"O II","IGC",182,"clauses"
"O II","IGC",182,"promote"
"O II","IGC",182,"seas"
"O II","IGC",182,"mpas"
"O II","IGC",182,"build"
"O II","IGC",182,"consensus"
"O II","IGC",182,"guide"
"O II","IGC",182,"action"
"S III","IGC",183,"proposes"
"S III","IGC",183,"application"
"S III","IGC",183,"integrated"
"S III","IGC",183,"approach"
"S III","IGC",183,"approach"
"S III","IGC",183,"builds"
"S III","IGC",183,"ecosystem"
"S III","IGC",183,"resilience"
"S III","IGC",183,"restores"
"S III","IGC",183,"ecosystem"
"S III","IGC",183,"integrity"
"O V","IGC",184,"potential"
"O V","IGC",184,"consortiums"
"O V","IGC",184,"governmental"
"O V","IGC",184,"influence"
"O V","IGC",184,"international"
"O V","IGC",184,"policy"
"O V","IGC",184,"favoring"
"O V","IGC",184,"inclusive"
"O V","IGC",184,"equitable"
"O V","IGC",184,"decisions"
"W IV","IGC",185,"lack"
"W IV","IGC",185,"effective"
"W IV","IGC",185,"mechanisms"
"W IV","IGC",185,"ensure"
"W IV","IGC",185,"successful"
"W IV","IGC",185,"implementation"
"W III","IGC",186,"regional"
"W III","IGC",186,"model"
"W III","IGC",186,"effectively"
"W III","IGC",186,"viewed"
"W III","IGC",186,"status"
"W III","IGC",186,"quo"
"W III","IGC",186,"ocean"
"W III","IGC",186,"governance"
"W III","IGC",187,"instrument"
"W III","IGC",187,"limited"
"W III","IGC",187,"covered"
"W III","IGC",187,"existing"
"W III","IGC",187,"institutions"
"W III","IGC",187,"offer"
"W III","IGC",187,"ad"
"W III","IGC",187,"hoc"
"W III","IGC",187,"approach"
"W III","IGC",187,"gap"
"W III","IGC",187,"filling"
"W III","IGC",187,"result"
"W III","IGC",187,"unnecessary"
"W III","IGC",187,"complexity"
"W III","IGC",187,"fragmentation"
"O I","IGC",188,"appliy"
"O I","IGC",188,"practices"
"O I","IGC",188,"address"
"O I","IGC",188,"anthropogenic"
"O I","IGC",188,"underwater"
"O I","IGC",188,"noise"
"O I","IGC",188,"pollution"
"O I","IGC",188,"project"
"O I","IGC",188,"eia"
"O I","IGC",188,"sea"
"O I","IGC",188,"continuous"
"O I","IGC",188,"basis"
"O I","IGC",188,"abmts"
"O I","IGC",189,"coordinate"
"O I","IGC",189,"existing"
"O I","IGC",189,"criteria"
"O I","IGC",189,"draw"
"O I","IGC",189,"lessons"
"O I","IGC",189,"regional"
"O I","IGC",189,"practice"
"O I","IGC",189,"providing"
"O I","IGC",189,"set"
"O I","IGC",189,"comprehensive"
"O I","IGC",189,"unified"
"O I","IGC",189,"selection"
"O I","IGC",189,"criteria"
"O I","IGC",189,"seas"
"O I","IGC",189,"mpas"
"O III","IGC",190,"create"
"O III","IGC",190,"global"
"O III","IGC",190,"authority"
"O III","IGC",190,"charge"
"O III","IGC",190,"designing"
"O III","IGC",190,"implementing"
"O III","IGC",190,"abmt"
"O III","IGC",190,"improve"
"O III","IGC",190,"coherence"
"O III","IGC",190,"abmts"
"O III","IGC",190,"sharing"
"O III","IGC",190,"practices"
"O III","IGC",190,"proposing"
"O III","IGC",190,"sites"
"O III","IGC",190,"sectoral"
"O III","IGC",190,"organizations"
"O III","IGC",190,"implement"
"O II","PrepCom",191,"establish"
"O II","PrepCom",191,"financial"
"O II","PrepCom",191,"mechanism"
"O II","PrepCom",191,"capable"
"O II","PrepCom",191,"mobilizing"
"O II","PrepCom",191,"ocean"
"O II","PrepCom",191,"funds"
"O II","PrepCom",191,"range"
"O II","PrepCom",191,"sources"
"O II","PrepCom",191,"including"
"O II","PrepCom",191,"public"
"O II","PrepCom",191,"national"
"O II","PrepCom",191,"governments"
"O II","PrepCom",191,"multilateral"
"O II","PrepCom",191,"organizations"
"O II","PrepCom",191,"philanthropic"
"O II","PrepCom",191,"donors"
"O II","PrepCom",191,"innovative"
"O II","PrepCom",191,"avenues"
"O II","PrepCom",191,"including"
"O II","PrepCom",191,"public"
"O II","PrepCom",191,"private"
"O II","PrepCom",191,"partnerships"
"O I","PrepCom",192,"create"
"O I","PrepCom",192,"global"
"O I","PrepCom",192,"scientific"
"O I","PrepCom",192,"body"
"O I","PrepCom",192,"tasked"
"O I","PrepCom",192,"developing"
"O I","PrepCom",192,"proposals"
"O I","PrepCom",192,"mpas"
"O I","PrepCom",192,"line"
"O I","PrepCom",192,"existing"
"O I","PrepCom",192,"processes"
"O I","PrepCom",193,"holistic"
"O I","PrepCom",193,"apporach"
"O I","PrepCom",193,"conservation"
"O I","PrepCom",193,"sustainable"
"O III","PrepCom",194,"mpas"
"O III","PrepCom",194,"installed"
"O III","PrepCom",194,"adjacent"
"O III","PrepCom",194,"jurisdictions"
"O III","PrepCom",194,"carry"
"O III","PrepCom",194,"benefits"
"O III","PrepCom",194,"rfmos"
"O III","PrepCom",194,"closures"
"O III","PrepCom",194,"spillover"
"O III","PrepCom",194,"effects"
"O V","PrepCom",195,"adopt"
"O V","PrepCom",195,"environmental"
"O V","PrepCom",195,"stewardship"
"O V","PrepCom",195,"intellectual"
"O V","PrepCom",195,"basis"
"O V","PrepCom",195,"effective"
"O V","PrepCom",195,"governance"
"O V","PrepCom",195,"framework"
"O V","PrepCom",195,"meaningfully"
"O V","PrepCom",195,"balance"
"O V","PrepCom",195,"competing"
"O V","PrepCom",195,"values"
"T II","PrepCom",196,"divergent"
"T II","PrepCom",196,"views"
"T II","PrepCom",196,"regulation"
"T II","PrepCom",196,"scientific"
"T II","PrepCom",196,"research"
"W I","PrepCom",197,"lack"
"W I","PrepCom",197,"elaboration"
"W I","PrepCom",197,"concepts"
"W I","PrepCom",197,"addressing"
"W I","PrepCom",197,"role"
"W I","PrepCom",197,"designation"
"W I","PrepCom",197,"mpas"
"W I","PrepCom",197,"abnj"
"W I","PrepCom",197,"due"
"W I","PrepCom",197,"regard"
"W I","PrepCom",197,"adjacency"
"W I","PrepCom",197,"compatibility"
"W I","PrepCom",197,"sovereignty"
"O II","PrepCom",198,"emphasise"
"O II","PrepCom",198,"cross"
"O II","PrepCom",198,"cutting"
"O II","PrepCom",198,"nature"
"O II","PrepCom",198,"science"
"O II","PrepCom",198,"role"
"O II","PrepCom",198,"diplomacy"
"O II","PrepCom",198,"promoting"
"O II","PrepCom",198,"science"
"O II","PrepCom",198,"mechanism"
"O II","PrepCom",198,"galvanize"
"O II","PrepCom",198,"international"
"O II","PrepCom",198,"cooperation"
"O I","PrepCom",199,"term"
"O I","PrepCom",199,"undermine"
"O I","PrepCom",199,"potential"
"O I","PrepCom",199,"deliver"
"O I","PrepCom",199,"effective"
"O I","PrepCom",199,"protections"
"O I","PrepCom",199,"biodiversity"
"O I","PrepCom",199,"achieve"
"O I","PrepCom",199,"heavily"
"O I","PrepCom",199,"globally"
"O I","PrepCom",199,"focused"
"O I","PrepCom",199,"approach"
"W I","PrepCom",200,"concept"
"W I","PrepCom",200,"single"
"W I","PrepCom",200,"scientific"
"W I","PrepCom",200,"community"
"W I","PrepCom",200,"challenging"
"W I","PrepCom",200,"identify"
"W I","PrepCom",200,"breadth"
"W I","PrepCom",200,"issues"
"W I","PrepCom",200,"relating"
"O II","PrepCom",201,"ensure"
"O II","PrepCom",201,"integrated"
"O II","PrepCom",201,"approach"
"O II","PrepCom",201,"recognizing"
"O II","PrepCom",201,"diverse"
"O II","PrepCom",201,"nature"
"O II","PrepCom",201,"rights"
"O II","PrepCom",201,"equitable"
"O II","PrepCom",201,"balancing"
"O II","PrepCom",201,"rights"
"W I","PrepCom",202,"concept"
"W I","PrepCom",202,"biodiversity"
"W I","PrepCom",202,"dramatically"
"W I","PrepCom",202,"unclos’s"
"W I","PrepCom",202,"allocation"
"W I","PrepCom",202,"rights"
"W I","PrepCom",202,"resources"
"O I","PrepCom",203,"introduce"
"O I","PrepCom",203,"sound"
"O I","PrepCom",203,"legal"
"O I","PrepCom",203,"basis"
"O I","PrepCom",203,"adopting"
"O I","PrepCom",203,"abmts"
"O I","PrepCom",203,"including"
"O I","PrepCom",203,"mpas"
"O I","PrepCom",203,"seas"
"W I","PrepCom",204,"exact"
"W I","PrepCom",204,"meaning"
"W I","PrepCom",204,"scope"
"W I","PrepCom",204,"undermining"
"W I","PrepCom",204,"undecided"
"O II","PrepCom",205,"enhance"
"O II","PrepCom",205,"lift"
"O II","PrepCom",205,"performance"
"O II","PrepCom",205,"existing"
"O II","PrepCom",205,"governance"
"O II","PrepCom",205,"frameworks"
"O II","PrepCom",205,"biodiversity"
"O II","PrepCom",205,"conservation"
"O II","PrepCom",205,"sustainable"
"O II","PrepCom",205,"southern"
"O II","PrepCom",205,"hemisphere"
"O III","PrepCom",206,"foster"
"O III","PrepCom",206,"coherence"
"O III","PrepCom",206,"forge"
"O III","PrepCom",206,"constructive"
"O III","PrepCom",206,"links"
"O III","PrepCom",206,"existing"
"O III","PrepCom",206,"oceans"
"O III","PrepCom",206,"governance"
"O III","PrepCom",206,"framework"
"O III","PrepCom",206,"south"
"O III","PrepCom",206,"west"
"O III","PrepCom",206,"pacific"
"T II","PrepCom",207,"antarctic"
"T II","PrepCom",207,"treaty"
"T II","PrepCom",207,"system"
"T II","PrepCom",207,"unclos"
"T II","PrepCom",207,"compatible"
"T II","PrepCom",207,"possibly"
"T II","PrepCom",207,"affecting"
"T II","PrepCom",207,"relationship"
"T II","PrepCom",207,"antarctic"
"T II","PrepCom",207,"treaty"
"T II","PrepCom",207,"system"
"O III","PrepCom",208,"develop"
"O III","PrepCom",208,"dynamics"
"O III","PrepCom",208,"reform"
"O III","PrepCom",208,"processes"
"O III","PrepCom",208,"conservation"
"O III","PrepCom",208,"sustainable"
"O III","PrepCom",208,"marine"
"O III","PrepCom",208,"biodiversity"
"O III","PrepCom",208,"national"
"O III","PrepCom",208,"jurisdiction"
"O III","PrepCom",208,"regional"
"O III","PrepCom",208,"level"
"O II","PrepCom",209,"development"
"O II","PrepCom",209,"coordination"
"O II","PrepCom",209,"mechanisms"
"O II","PrepCom",209,"existing"
"O II","PrepCom",209,"organizations"
"O II","PrepCom",210,"ensure"
"O II","PrepCom",210,"comprehensive"
"O II","PrepCom",210,"strategic"
"O II","PrepCom",210,"management"
"O II","PrepCom",210,"sectors"
"W II","PrepCom",211,"absence"
"W II","PrepCom",211,"detailed"
"W II","PrepCom",211,"provisions"
"W II","PrepCom",211,"abmts"
"W II","PrepCom",211,"means"
"W II","PrepCom",211,"treaty"
"W II","PrepCom",211,"generate"
"W II","PrepCom",211,"acute"
"W II","PrepCom",211,"legal"
"W II","PrepCom",211,"conflicts"
"W II","PrepCom",211,"existing"
"W II","PrepCom",211,"legal"
"W II","PrepCom",211,"arrangements"
"O III","PrepCom",212,"integrate"
"O III","PrepCom",212,"existing"
"O III","PrepCom",212,"criteria"
"O III","PrepCom",212,"tools"
"O III","PrepCom",212,"recognizing"
"O II","PrepCom",213,"account"
"O II","PrepCom",213,"international"
"O II","PrepCom",213,"instruments"
"O II","PrepCom",213,"cbd"
"O II","PrepCom",213,"achieve"
"O II","PrepCom",213,"comprehensive"
"O II","PrepCom",213,"mechanism"
"S I","PrepCom",214,"identify"
"S I","PrepCom",214,"examine"
"S I","PrepCom",214,"salient"
"S I","PrepCom",214,"issues"
"S I","PrepCom",214,"perspectives"
"W III","PrepCom",215,"delegations"
"W III","PrepCom",215,"strategically"
"W III","PrepCom",215,"focusing"
"W III","PrepCom",215,"issues"
"W III","PrepCom",215,"potential"
"W III","PrepCom",215,"generate"
"W III","PrepCom",215,"tangible"
"W III","PrepCom",215,"economic"
"W III","PrepCom",215,"benefits"
"W III","PrepCom",215,"obligations"
"W III","PrepCom",215,"short"
"W III","PrepCom",215,"medium"
"W III","PrepCom",215,"term"
"O I","BBNJ WG",216,"include"
"O I","BBNJ WG",216,"impacts"
"O I","BBNJ WG",216,"activities"
"O I","BBNJ WG",216,"regulated"
"O I","BBNJ WG",216,"organizations"
"O I","BBNJ WG",216,"including"
"O I","BBNJ WG",216,"rfmos"
"O I","BBNJ WG",216,"views"
"O I","BBNJ WG",216,"organizations"
"O I","BBNJ WG",216,"recommendation"
"O I","BBNJ WG",216,"establish"
"O I","BBNJ WG",216,"mpas"
"O III","BBNJ WG",217,"establish"
"O III","BBNJ WG",217,"global"
"O III","BBNJ WG",217,"framework"
"O III","BBNJ WG",217,"existing"
"O III","BBNJ WG",217,"instruments"
"O III","BBNJ WG",217,"mandate"
"O III","BBNJ WG",217,"act"
"O III","BBNJ WG",217,"cooperate"
"O III","BBNJ WG",217,"coordinate"
"O III","BBNJ WG",217,"abnj"
"T V","BBNJ WG",218,"structural"
"T V","BBNJ WG",218,"issues"
"T V","BBNJ WG",218,"design"
"T V","BBNJ WG",218,"governing"
"T V","BBNJ WG",218,"principles"
"T V","BBNJ WG",218,"institutional"
"T V","BBNJ WG",218,"architecture"
"T V","BBNJ WG",218,"implementation"
"W I","BBNJ WG",219,"coordination"
"W I","BBNJ WG",219,"process"
"W I","BBNJ WG",219,"built"
"W I","BBNJ WG",219,"unframed"
"W I","BBNJ WG",219,"elements"
"W I","BBNJ WG",219,"set"
"W I","BBNJ WG",219,"regulatory"
"W I","BBNJ WG",219,"building"
"W I","BBNJ WG",219,"blocks"
"W I","BBNJ WG",219,"easily"
"W I","BBNJ WG",219,"incorporated"
"O II","BBNJ WG",220,"establish"
"O II","BBNJ WG",220,"conference"
"O II","BBNJ WG",220,"parties"
"O II","BBNJ WG",220,"secretariat"
"O II","BBNJ WG",220,"facilitate"
"O II","BBNJ WG",220,"coordination"
"O II","BBNJ WG",220,"enhance"
"O II","BBNJ WG",220,"coherence"
"O II","BBNJ WG",220,"promote"
"O II","BBNJ WG",220,"compliance"
"O II","BBNJ WG",220,"global"
"O II","BBNJ WG",220,"level"
"O II","BBNJ WG",220,"review"
"O II","BBNJ WG",220,"assistance"
"O I","BBNJ WG",221,"determine"
"O I","BBNJ WG",221,"legal"
"O I","BBNJ WG",221,"basis"
"O I","BBNJ WG",221,"designating"
"O I","BBNJ WG",221,"mpas"
"O I","BBNJ WG",221,"manner"
"O I","BBNJ WG",221,"consistent"
"O I","BBNJ WG",221,"unclos"
"O III","BBNJ WG",222,"develop"
"O III","BBNJ WG",222,"effectively"
"O III","BBNJ WG",222,"managed"
"O III","BBNJ WG",222,"ecologically"
"O III","BBNJ WG",222,"representative"
"O III","BBNJ WG",222,"connected"
"O III","BBNJ WG",222,"system"
"O III","BBNJ WG",222,"mpas"
"O III","BBNJ WG",222,"abnj"
"T II","BBNJ WG",223,"implementation"
"T II","BBNJ WG",223,"legally"
"T II","BBNJ WG",223,"binding"
"T II","BBNJ WG",223,"obligations"
"T II","BBNJ WG",223,"subject"
"T II","BBNJ WG",223,"dispute"
"T II","BBNJ WG",223,"settlement"
"T II","BBNJ WG",223,"procedures"
"O III","BBNJ WG",224,"provide"
"O III","BBNJ WG",224,"procedure"
"O III","BBNJ WG",224,"designating"
"O III","BBNJ WG",224,"mpas"
"O III","BBNJ WG",224,"including"
"O III","BBNJ WG",224,"science"
"O III","BBNJ WG",224,"based"
"O III","BBNJ WG",224,"process"
"O III","BBNJ WG",224,"design"
"O III","BBNJ WG",224,"representative"
"O III","BBNJ WG",224,"networks"
"O III","BBNJ WG",224,"mpas"
"O III","BBNJ WG",224,"allocation"
"O III","BBNJ WG",224,"responsibilities"
"O III","BBNJ WG",224,"framework"
"O III","BBNJ WG",224,"development"
"O III","BBNJ WG",224,"regional"
"O III","BBNJ WG",224,"msp"
"O I","BBNJ WG",225,"enable"
"O I","BBNJ WG",225,"unclos"
"O I","BBNJ WG",225,"maintained"
"O I","BBNJ WG",225,"flexible"
"O I","BBNJ WG",225,"robust"
"O I","BBNJ WG",225,"framework"
"O I","BBNJ WG",225,"confronting"
"O I","BBNJ WG",225,"escalating"
"O I","BBNJ WG",225,"challenges"
"O I","BBNJ WG",225,"global"
"O I","BBNJ WG",225,"ocean"
"O I","BBNJ WG",225,"management"
"O I","BBNJ WG",225,"30"
"O I","BBNJ WG",226,"address"
"O I","BBNJ WG",226,"issues"
"O I","BBNJ WG",226,"relating"
"O I","BBNJ WG",226,"navigation"
"O I","BBNJ WG",226,"fishing"
"O I","BBNJ WG",226,"framework"
"O I","BBNJ WG",226,"mpas"
"T VI","IGC",227,"existing"
"T VI","IGC",227,"governance"
"T VI","IGC",227,"organizations"
"T VI","IGC",227,"equipped"
"T VI","IGC",227,"carry"
"T VI","IGC",227,"elements"
"T VI","IGC",227,"mpas"
"O IV","IGC",228,"ensure"
"O IV","IGC",228,"compliance"
"O IV","IGC",228,"aspects"
"O IV","IGC",228,"treaty"
"O II","IGC",229,"development"
"O II","IGC",229,"legal"
"O II","IGC",229,"framework"
"O II","IGC",229,"includes"
"O II","IGC",229,"integrated"
"O II","IGC",229,"planning"
"O II","IGC",229,"management"
"O II","IGC",229,"abmts"
"O II","IGC",229,"sectors"
"O II","IGC",229,"regions"
"O I","IGC",230,"precautionary"
"O I","IGC",230,"ecosystem"
"O I","IGC",230,"approaches"
"O I","IGC",230,"operationalized"
"O V","IGC",231,"shifting"
"O V","IGC",231,"focus"
"O V","IGC",231,"nomenclature"
"O V","IGC",231,"function"
"O V","IGC",231,"negotiators"
"O V","IGC",231,"communicate"
"O V","IGC",231,"vision"
"O V","IGC",231,"institutional"
"O V","IGC",231,"arrangements"
"W I","IGC",232,"rights"
"W I","IGC",232,"coastal"
"W I","IGC",232,"satisfactory"
"O II","IGC",233,"maintaining"
"O II","IGC",233,"balance"
"O II","IGC",233,"relevant"
"T II","IGC",234,"marine"
"T II","IGC",234,"planning"
"T II","IGC",234,"processes"
"T II","IGC",234,"follow"
"T II","IGC",234,"model"
"T II","IGC",234,"avoid"
"T II","IGC",234,"heavily"
"T II","IGC",234,"fishing"
"T II","IGC",234,"establishing"
"T II","IGC",234,"mpas"
"O II","IGC",235,"scientific"
"O II","IGC",235,"technical"
"O II","IGC",235,"body"
"O II","IGC",235,"hand"
"O II","IGC",235,"hand"
"O II","IGC",235,"multinational"
"O II","IGC",235,"initiatives"
"O II","IGC",235,"decision"
"O II","IGC",235,"body"
"O II","IGC",235,"implement"
"O II","IGC",235,"knowledge"
"O II","IGC",235,"decision"
"O II","IGC",235,"processes"
"O II","IGC",235,"contribute"
"O II","IGC",235,"relevant"
"O II","IGC",235,"policy"
"O II","IGC",235,"suggestions"
"W II","IGC",236,"disagreement"
"W II","IGC",236,"elements"
"W II","IGC",236,"proposed"
"W II","IGC",236,"legal"
"W II","IGC",236,"instrument"
"O I","IGC",237,"science"
"O I","IGC",237,"based"
"O I","IGC",237,"management"
"O I","IGC",237,"bottom"
"O I","IGC",237,"approach"
"O I","IGC",237,"account"
"O I","IGC",237,"socio"
"O I","IGC",237,"economic"
"O I","IGC",237,"priorities"
"O V","IGC",238,"strategic"
"O V","IGC",238,"environmental"
"O V","IGC",238,"assessments"
"O V","IGC",238,"identify"
"O V","IGC",238,"term"
"O V","IGC",238,"pathways"
"O V","IGC",238,"mutually"
"O V","IGC",238,"productive"
"O V","IGC",238,"stewardship"
"O V","IGC",238,"ocean"
"S I","IGC",239,"marine"
"S I","IGC",239,"genetic"
"S I","IGC",239,"resources"
"S I","IGC",239,"addressed"
"S I","IGC",239,"including"
"S I","IGC",239,"questions"
"S I","IGC",239,"sharing"
"S I","IGC",239,"benefits"
"S I","IGC",239,"abmts"
"S I","IGC",239,"eias"
"S I","IGC",239,"capacity"
"S I","IGC",239,"building"
"S I","IGC",239,"transfer"
"S I","IGC",239,"marine"
"S I","IGC",239,"technology"
"W I","IGC",240,"relationship"
"W I","IGC",240,"abmts"
"W I","IGC",240,"mpas"
"W I","IGC",240,"categories"
"W I","IGC",240,"ambiguity"
"S II","IGC",241,"international"
"S II","IGC",241,"organizations"
"S II","IGC",241,"ngos"
"S II","IGC",241,"attended"
"S II","IGC",241,"prepcom"
"S II","IGC",241,"igc"
"S II","IGC",241,"meetings"
"S II","IGC",241,"allowed"
"S II","IGC",241,"interventions"
"O III","IGC",242,"existing"
"O III","IGC",242,"arrangements"
"O III","IGC",242,"processes"
"O III","IGC",242,"designating"
"O III","IGC",242,"abmts"
"O III","IGC",242,"national"
"O III","IGC",242,"jurisdiction"
"O III","IGC",242,"fundamental"
"O II","IGC",243,"balance"
"O II","IGC",243,"parties"
"O II","IGC",243,"gradually"
"O II","IGC",243,"improve"
"O II","IGC",243,"global"
"O II","IGC",243,"governance"
"O II","IGC",243,"mechanism"
"O II","IGC",243,"set"
"O II","IGC",243,"limitations"
"O II","IGC",243,"freedom"
"O II","IGC",243,"seas"
"S III","IGC",244,"consistent"
"S III","IGC",244,"unclos"
"S III","IGC",244,"provision"
"S III","IGC",244,"undermine"
"S III","IGC",244,"existing"
"S III","IGC",244,"legal"
"S III","IGC",244,"instruments"
"S III","IGC",244,"frameworks"
"S III","IGC",244,"bodies"
"T II","IGC",245,"industrialized"
"T II","IGC",245,"economy"
"T II","IGC",245,"unwilling"
"T II","IGC",245,"abandon"
"T II","IGC",245,"unclos"
"T II","IGC",245,"freedom"
"T II","IGC",245,"seas"
"T II","IGC",245,"principle"
"T II","IGC",245,"fish"
"T II","IGC",245,"commodities"
"W III","IGC",246,"limited"
"W III","IGC",246,"expressing"
"W III","IGC",246,"global"
"W III","IGC",246,"principles"
"W III","IGC",246,"fail"
"W III","IGC",246,"accomplish"
"W III","IGC",246,"goal"
"W III","IGC",246,"representative"
"W III","IGC",246,"global"
"W III","IGC",246,"network"
"W III","IGC",246,"mpas"
"W I","IGC",247,"fundamental"
"W I","IGC",247,"components"
"W I","IGC",247,"unclos"
"W I","IGC",247,"scientific"
"W I","IGC",247,"research"
"W I","IGC",247,"international"
"W I","IGC",247,"cooperation"
"W I","IGC",247,"technology"
"W I","IGC",247,"development"
"W I","IGC",247,"transfer"
"W I","IGC",247,"relevant"
"W I","IGC",247,"poorly"
"W I","IGC",247,"implemented"
"O I","IGC",248,"precise"
"O I","IGC",248,"meaning"
"O I","IGC",248,"term"
"O I","IGC",248,"undermine"
"O I","IGC",248,"ambiguous"
"O I","IGC",248,"captured"
"O I","IGC",248,"range"
"O I","IGC",248,"views"
"O I","IGC",248,"potential"
"O I","IGC",248,"relationship"
"O I","IGC",248,"instrument"
"O I","IGC",248,"existing"
"O I","IGC",248,"regimes"
"O I","IGC",248,"abnj"
"O IV","IGC",249,"recommendations"
"O IV","IGC",249,"falling"
"O IV","IGC",249,"practices"
"O IV","IGC",249,"include"
"O IV","IGC",249,"mitigation"
"O IV","IGC",249,"impacts"
"O IV","IGC",249,"noise"
"O IV","IGC",249,"ongoing"
"O IV","IGC",249,"monitoring"
"O IV","IGC",249,"measures"
"O IV","IGC",249,"reduce"
"O IV","IGC",249,"incidental"
"O IV","IGC",249,"acoustic"
"O IV","IGC",249,"emissions"
"T II","IGC",250,"consensus"
"T II","IGC",250,"reached"
"T II","IGC",250,"establishment"
"T II","IGC",250,"scientific"
"T II","IGC",250,"body"
"T II","IGC",250,"global"
"T II","IGC",250,"level.to"
"T II","IGC",250,"decide"
"T II","IGC",250,"proposed"
"T II","IGC",250,"mpas"
"T III","IGC",251,"tools"
"T III","IGC",251,"abmts"
"T III","IGC",251,"abnj"
"T III","IGC",251,"fall"
"T III","IGC",251,"sectorial"
"T III","IGC",251,"organizations"
"T III","IGC",251,"rfmos"
"T III","IGC",251,"isa"
"T III","IGC",251,"imo"
"O V","PrepCom",252,"implement"
"O V","PrepCom",252,"institutional"
"O V","PrepCom",252,"framework"
"O V","PrepCom",252,"consultation"
"O V","PrepCom",252,"collective"
"O V","PrepCom",252,"decision"
"O V","PrepCom",252,"policy"
"O V","PrepCom",252,"ordination"
"O V","PrepCom",252,"management"
"O III","PrepCom",253,"initiate"
"O III","PrepCom",253,"broader"
"O III","PrepCom",253,"framework"
"O III","PrepCom",253,"integrated"
"O III","PrepCom",253,"spatial"
"O III","PrepCom",253,"planning"
"O III","PrepCom",253,"management"
"O III","PrepCom",253,"coordinating"
"O III","PrepCom",253,"efforts"
"O III","PrepCom",253,"regional"
"O III","PrepCom",253,"sectoral"
"O III","PrepCom",253,"organizations"
"W I","PrepCom",254,"recognition"
"W I","PrepCom",254,"special"
"W I","PrepCom",254,"role"
"W I","PrepCom",254,"coastal"
"W I","PrepCom",254,"respect"
"W I","PrepCom",254,"adjacency"
"O VI","PrepCom",255,"adopt"
"O VI","PrepCom",255,"environmental"
"O VI","PrepCom",255,"stewardship"
"O VI","PrepCom",255,"intellectual"
"O VI","PrepCom",255,"basis"
"O VI","PrepCom",255,"effective"
"O VI","PrepCom",255,"governance"
"O VI","PrepCom",255,"framework"
"O VI","PrepCom",255,"balance"
"O VI","PrepCom",255,"competing"
"O VI","PrepCom",255,"values"
"O III","PrepCom",256,"align"
"O III","PrepCom",256,"measures"
