"SWOT.Cats","Negotiation.phase","msg.number","Message"
"O III","PrepCom",422,"abnj"
"O III","PrepCom",422,"develop"
"O III","PrepCom",422,"regime"
"O III","PrepCom",422,"cover"
"O III","PrepCom",422,"completely"
"O III","PrepCom",422,"broadly"
"O II","PrepCom",423,"form"
"O II","PrepCom",423,"constructive"
"O II","PrepCom",423,"links"
"O II","PrepCom",423,"existing"
"O II","PrepCom",423,"cohesive"
"O II","PrepCom",423,"ocean"
"O II","PrepCom",423,"governance"
"O II","PrepCom",423,"instruments"
"O II","PrepCom",423,"institutions"
"O II","PrepCom",423,"south"
"O II","PrepCom",423,"west"
"O II","PrepCom",423,"pacific"
"T VI","PrepCom",424,"perspectives"
"T VI","PrepCom",424,"capacity"
"T VI","PrepCom",424,"building"
"T VI","PrepCom",424,"transfer"
"T VI","PrepCom",424,"technology"
"T VI","PrepCom",424,"remain"
"T VI","PrepCom",424,"developed"
"T VI","PrepCom",424,"developing"
"O I","PrepCom",425,"unclos"
"O I","PrepCom",425,"keystone"
"O I","PrepCom",425,"rules"
"O I","PrepCom",425,"marine"
"O I","PrepCom",425,"spatial"
"O I","PrepCom",425,"planning"
"O I","PrepCom",425,"national"
"O I","PrepCom",425,"jurisdiction"
"O II","PrepCom",426,"include"
"O II","PrepCom",426,"carefully"
"O II","PrepCom",426,"drafted"
"O II","PrepCom",426,"conflicts"
"O II","PrepCom",426,"clause"
"O II","PrepCom",426,"ensure"
"O II","PrepCom",426,"complementarity"
"O II","PrepCom",426,"existing"
"O II","PrepCom",426,"fisheries"
"O II","PrepCom",426,"agreements"
"O II","PrepCom",427,"establish"
"O II","PrepCom",427,"effective"
"O II","PrepCom",427,"institutional"
"O II","PrepCom",427,"framework"
"O III","PrepCom",428,"achieve"
"O III","PrepCom",428,"aichi"
"O III","PrepCom",428,"target"
"O III","PrepCom",428,"11"
"O III","PrepCom",428,"convention"
"O III","PrepCom",428,"biological"
"O III","PrepCom",428,"diversity"
"T II","PrepCom",429,"public"
"T II","PrepCom",429,"health"
"T II","PrepCom",429,"low"
"T II","PrepCom",429,"income"
"T II","PrepCom",429,"food"
"T II","PrepCom",429,"deficit"
"T II","PrepCom",429,"countries"
"T II","PrepCom",429,"impacted"
"T II","PrepCom",429,"occur"
"T II","PrepCom",429,"access"
"T II","PrepCom",429,"fish"
"O III","BBNJ WG",430,"provide"
"O III","BBNJ WG",430,"integrated"
"O III","BBNJ WG",430,"uniform"
"O III","BBNJ WG",430,"approach"
"O III","BBNJ WG",430,"establishment"
"O III","BBNJ WG",430,"mpas"
"O III","BBNJ WG",430,"achieved"
"O III","BBNJ WG",430,"sectoral"
"O III","BBNJ WG",430,"rfmos"
"O III","BBNJ WG",431,"bring"
"O III","BBNJ WG",431,"tools"
"O III","BBNJ WG",431,"governance"
"O III","BBNJ WG",431,"marine"
"O III","BBNJ WG",431,"biodiversity"
"O III","BBNJ WG",431,"abnj"
"O III","BBNJ WG",431,"multi"
"O III","BBNJ WG",431,"sectoral"
"O III","BBNJ WG",431,"mpas"
"O III","BBNJ WG",431,"strategic"
"O III","BBNJ WG",431,"environmental"
"O III","BBNJ WG",431,"assessments"
"O III","BBNJ WG",431,"access"
"O III","BBNJ WG",431,"benefit"
"O III","BBNJ WG",431,"sharing"
"O III","BBNJ WG",431,"mechanism"
"O II","BBNJ WG",432,"ensure"
"O II","BBNJ WG",432,"consistent"
"O II","BBNJ WG",432,"application"
"O II","BBNJ WG",432,"modern"
"O II","BBNJ WG",432,"ocean"
"O II","BBNJ WG",432,"governance"
"O II","BBNJ WG",432,"principles"
"O II","BBNJ WG",432,"sectoral"
"O II","BBNJ WG",432,"management"
"O II","BBNJ WG",432,"regimes"
"O II","BBNJ WG",432,"provide"
"O II","BBNJ WG",432,"enhanced"
"O II","BBNJ WG",432,"international"
"O II","BBNJ WG",432,"cooperation"
"O III","BBNJ WG",433,"develop"
"O III","BBNJ WG",433,"process"
"O III","BBNJ WG",433,"spatial"
"O III","BBNJ WG",433,"planning"
"O III","BBNJ WG",433,"designed"
"O III","BBNJ WG",433,"foster"
"O III","BBNJ WG",433,"integrated"
"O III","BBNJ WG",433,"ecosystem"
"O III","BBNJ WG",433,"based"
"O III","BBNJ WG",433,"planning"
"O III","BBNJ WG",433,"management"
"O III","BBNJ WG",433,"includes"
"O III","BBNJ WG",433,"establishment"
"O III","BBNJ WG",433,"system"
"O III","BBNJ WG",433,"mpas"
"O III","BBNJ WG",433,"abnj"
"O I","BBNJ WG",434,"provide"
"O I","BBNJ WG",434,"framework"
"O I","BBNJ WG",434,"comprehensive"
"O I","BBNJ WG",434,"cross"
"O I","BBNJ WG",434,"sectoral"
"O I","BBNJ WG",434,"integrated"
"O I","BBNJ WG",434,"protection"
"O I","BBNJ WG",434,"modern"
"O I","BBNJ WG",434,"management"
"O I","BBNJ WG",434,"approaches"
"O I","BBNJ WG",434,"tools"
"O I","BBNJ WG",434,"effective"
"O I","BBNJ WG",434,"compliance"
"O I","BBNJ WG",434,"enforcement"
"O I","BBNJ WG",434,"powers"
"T I","IGC",435,"science"
"T I","IGC",435,"policymakers"
"T I","IGC",435,"act"
"T I","IGC",435,"overwhelming"
"T I","IGC",435,"scientific"
"T I","IGC",435,"evidence"
"T I","IGC",435,"justify"
"T I","IGC",435,"decision"
"T II","IGC",436,"duty"
"T II","IGC",436,"undermine"
"T II","IGC",436,"complexity"
"T II","IGC",436,"existing"
"T II","IGC",436,"policy"
"T II","IGC",436,"institutional"
"T II","IGC",436,"landscape"
"T II","IGC",436,"hinder"
"T II","IGC",436,"implemention"
"T II","IGC",436,"science"
"T II","IGC",436,"based"
"T II","IGC",436,"approaches"
"W I","IGC",437,"provision"
"W I","IGC",437,"implementation"
"W I","IGC",437,"abmts"
"W I","IGC",437,"agreed"
"T II","IGC",438,"distinction"
"T II","IGC",438,"establishing"
"T II","IGC",438,"designating"
"T II","IGC",438,"mpas"
"T II","IGC",438,"countries"
"W I","IGC",439,"stakeholders"
"W I","IGC",439,"welcomed"
"W I","IGC",439,"negotiation"
"W I","IGC",439,"uncertain"
"W I","IGC",439,"instrument"
"W I","IGC",439,"include"
"W I","IGC",439,"interact"
"T I","IGC",440,"regional"
"T I","IGC",440,"sectoral"
"T I","IGC",440,"model"
"T I","IGC",440,"adpted"
"T I","IGC",440,"standards"
"T I","IGC",440,"guidelines"
"T I","IGC",440,"develop"
"T I","IGC",440,"means"
"T I","IGC",440,"low"
"T I","IGC",440,"level"
"T I","IGC",440,"scale"
"T I","IGC",440,"restriction"
"O I","IGC",441,"provide"
"O I","IGC",441,"form"
"O I","IGC",441,"operational"
"O I","IGC",441,"mechanism"
"O I","IGC",441,"ensure"
"O I","IGC",441,"compensation"
"O I","IGC",441,"paid"
"O I","IGC",441,"rehabilitation"
"O I","IGC",441,"liability"
"O I","IGC",441,"funds"
"O I","IGC",441,"form"
"O I","IGC",441,"reparation"
"O II","IGC",442,"design"
"O II","IGC",442,"institutional"
"O II","IGC",442,"framework"
"O II","IGC",442,"based"
"O II","IGC",442,"specific"
"O II","IGC",442,"interpretation"
"O II","IGC",442,"term"
"O II","IGC",442,"undermine"
"O III","IGC",443,"central"
"O III","IGC",443,"organizing"
"O III","IGC",443,"theme"
"O III","IGC",443,"enhancing"
"O III","IGC",443,"cooperation"
"O III","IGC",443,"coordination"
"O III","IGC",443,"ecosystem"
"O III","IGC",443,"based"
"O III","IGC",443,"management"
"O III","IGC",443,"based"
"O III","IGC",443,"science"
"O III","IGC",443,"precautionary"
"O III","IGC",443,"principle"
"O I","PrepCom",444,"identify"
"O I","PrepCom",444,"clearer"
"O I","PrepCom",444,"pathways"
"O I","PrepCom",444,"science"
"O I","PrepCom",444,"advice"
"O I","PrepCom",444,"ensuring"
"O I","PrepCom",444,"evidence"
"O I","PrepCom",444,"base"
"O I","PrepCom",444,"closures"
"O I","PrepCom",444,"sound"
"O I","PrepCom",444,"adequate"
"O I","PrepCom",444,"precautionary"
"O I","PrepCom",444,"nature"
"O III","PrepCom",445,"adapt"
"O III","PrepCom",445,"concept"
"O III","PrepCom",445,"range"
"O III","PrepCom",445,"conservation"
"O III","PrepCom",445,"migratory"
"O III","PrepCom",445,"species"
"O III","PrepCom",445,"wild"
"O III","PrepCom",445,"animals"
"O III","PrepCom",445,"reflect"
"O III","PrepCom",445,"oceanographic"
"O III","PrepCom",445,"ecological"
"O III","PrepCom",445,"connectivity"
"O III","PrepCom",446,"coastal"
"O III","PrepCom",446,"initiate"
"O III","PrepCom",446,"discussion"
"O III","PrepCom",446,"abmts"
"O III","PrepCom",446,"support"
"O III","PrepCom",446,"coastal"
"O III","PrepCom",446,"objectives"
"O V","PrepCom",447,"overcome"
"O V","PrepCom",447,"related"
"O V","PrepCom",447,"legal"
"O V","PrepCom",447,"relationships"
"O V","PrepCom",447,"unclos"
"O V","PrepCom",447,"treaties"
"O V","PrepCom",447,"basis"
"O V","PrepCom",447,"rfmos"
"O V","PrepCom",447,"constituted"
"T III","PrepCom",448,"abnj"
"T III","PrepCom",448,"remain"
"T III","PrepCom",448,"politically"
"T III","PrepCom",448,"jurisdictionally"
"T III","PrepCom",448,"defined"
"T III","PrepCom",448,"spaces"
"T III","PrepCom",448,"necessarily"
"T III","PrepCom",448,"follow"
"T III","PrepCom",448,"ecosystems"
"T III","PrepCom",448,"represent"
"T III","PrepCom",448,"essential"
"T III","PrepCom",448,"geophysical"
"T III","PrepCom",448,"unity"
"T III","PrepCom",448,"oceans"
"O III","PrepCom",449,"include"
"O III","PrepCom",449,"iucn"
"O III","PrepCom",449,"recommended"
"O III","PrepCom",449,"seas"
"O III","PrepCom",449,"principles"
"O III","PrepCom",449,"create"
"O III","PrepCom",449,"strong"
"O III","PrepCom",449,"link"
"O III","PrepCom",449,"south"
"O III","PrepCom",449,"west"
"O III","PrepCom",449,"pacific"
"O III","PrepCom",449,"regional"
"O III","PrepCom",449,"ocean"
"O III","PrepCom",449,"governance"
"O III","PrepCom",449,"system"
"O I","PrepCom",450,"include"
"O I","PrepCom",450,"provisions"
"O I","PrepCom",450,"freedom"
"O I","PrepCom",450,"lay"
"O I","PrepCom",450,"submarine"
"O I","PrepCom",450,"cables"
"O I","PrepCom",450,"pipelines"
"O III","PrepCom",451,"impel"
"O III","PrepCom",451,"rfmos"
"O III","PrepCom",451,"respect"
"O III","PrepCom",451,"principles"
"O III","PrepCom",451,"similar"
"O III","PrepCom",451,"fish"
"O III","PrepCom",451,"stocks"
"O II","PrepCom",452,"address"
"O II","PrepCom",452,"significant"
"O II","PrepCom",452,"governance"
"O II","PrepCom",452,"gaps"
"O II","PrepCom",452,"coverage"
"O II","PrepCom",452,"regional"
"O II","PrepCom",452,"seas"
"O II","PrepCom",452,"organizations"
"O IV","PrepCom",453,"include"
"O IV","PrepCom",453,"practical"
"O IV","PrepCom",453,"provisions"
"O IV","PrepCom",453,"ensure"
"O IV","PrepCom",453,"effective"
"O IV","PrepCom",453,"monitoring"
"O IV","PrepCom",453,"compliance"
"O IV","PrepCom",453,"surveillance"
"T II","PrepCom",454,"oecd"
"T II","PrepCom",454,"substantially"
"T II","PrepCom",454,"ldcs"
"T II","PrepCom",454,"sids"
"T II","PrepCom",454,"suggesting"
"T II","PrepCom",454,"imbalanced"
"T II","PrepCom",454,"representation"
"T II","PrepCom",454,"potential"
"T II","PrepCom",454,"result"
"T II","PrepCom",454,"skewed"
"T II","PrepCom",454,"negotiations"
"O II","BBNJ WG",455,"obligation"
"O II","BBNJ WG",455,"parties"
"O II","BBNJ WG",455,"support"
"O II","BBNJ WG",455,"fora"
"O II","BBNJ WG",455,"recognition"
"O II","BBNJ WG",455,"measures"
"O II","BBNJ WG",455,"adopted"
"O II","BBNJ WG",455,"treaty"
"T I","BBNJ WG",456,"underlying"
"T I","BBNJ WG",456,"conservation"
"T I","BBNJ WG",456,"management"
"T I","BBNJ WG",456,"governance"
"T I","BBNJ WG",456,"principles"
"T I","BBNJ WG",456,"institutional"
"T I","BBNJ WG",456,"framework"
"T I","BBNJ WG",456,"implementation"
"T I","BBNJ WG",456,"addressed"
"O III","BBNJ WG",457,"include"
"O III","BBNJ WG",457,"modern"
"O III","BBNJ WG",457,"governance"
"O III","BBNJ WG",457,"principles"
"O III","BBNJ WG",457,"ecosystem"
"O III","BBNJ WG",457,"approach"
"O III","BBNJ WG",457,"precautionary"
"O III","BBNJ WG",457,"principle"
"O III","BBNJ WG",457,"transparency"
"O III","BBNJ WG",457,"participation"
"O III","BBNJ WG",457,"decision"
"O III","BBNJ WG",457,"marking"
"O III","BBNJ WG",457,"processes"
"O III","BBNJ WG",457,"reflecting"
"O III","BBNJ WG",457,"legal"
"O III","BBNJ WG",457,"governance"
"O III","BBNJ WG",457,"considerations"
"O I","BBNJ WG",458,"provide"
"O I","BBNJ WG",458,"common"
"O I","BBNJ WG",458,"overarching"
"O I","BBNJ WG",458,"principles"
"O I","BBNJ WG",458,"objectives"
"O I","BBNJ WG",458,"process"
"O I","BBNJ WG",458,"review"
"O I","BBNJ WG",458,"implementation"
"O I","BBNJ WG",458,"progress"
"O I","IGC",459,"promotion"
"O I","IGC",459,"inclusive"
"O I","IGC",459,"terminology"
"O I","IGC",459,"reflects"
"O I","IGC",459,"diverse"
"O I","IGC",459,"knowledge"
"O I","IGC",459,"systems"
"O I","IGC",459,"stakeholder"
"O I","IGC",459,"values"
"O I","IGC",459,"enhance"
"O I","IGC",459,"support"
"O I","IGC",459,"science"
"O I","IGC",459,"based"
"O I","IGC",459,"approaches"
"W I","IGC",460,"scattered"
"W I","IGC",460,"references"
"W I","IGC",460,"cooperation"
"W I","IGC",460,"coordination"
"W I","IGC",460,"lacks"
"W I","IGC",460,"provision"
"W I","IGC",460,"relevant"
"W I","IGC",460,"modalities"
"T II","IGC",461,"underlying"
"T II","IGC",461,"criteria"
"T II","IGC",461,"justify"
"T II","IGC",461,"designating"
"T II","IGC",461,"abmts"
"T II","IGC",461,"mpas"
"T II","IGC",461,"continued"
"T II","IGC",461,"disagreement"
"T II","IGC",461,"including"
"T II","IGC",461,"climate"
"T II","IGC",461,"change"
"T II","IGC",461,"ocean"
"T II","IGC",461,"acidification"
"W I","IGC",462,"draft"
"W I","IGC",462,"text"
"W I","IGC",462,"include"
"W I","IGC",462,"textured"
"W I","IGC",462,"rules"
"W I","IGC",462,"responsiveness"
"W I","IGC",462,"accommodate"
"W I","IGC",462,"challenges"
"W I","IGC",462,"strengths"
"W I","IGC",462,"stakeholders"
"T III","IGC",463,"management"
"T III","IGC",463,"measures"
"T III","IGC",463,"seas"
"T III","IGC",463,"mpas"
"T III","IGC",463,"restrict"
"T III","IGC",463,"seas"
"T III","IGC",463,"freedoms"
"T III","IGC",463,"legally"
"T III","IGC",463,"bind"
"T III","IGC",463,"contracting"
"T III","IGC",463,"parties"
"O VI","IGC",464,"sids"
"O VI","IGC",464,"central"
"O VI","IGC",464,"successful"
"O VI","IGC",464,"outcome"
"O VI","IGC",464,"due"
"O VI","IGC",464,"dependence"
"O VI","IGC",464,"environmental"
"O VI","IGC",464,"services"
"O V","IGC",465,"options"
"O V","IGC",465,"organs"
"O V","IGC",465,"including"
"O V","IGC",465,"decision"
"O V","IGC",465,"body"
"O V","IGC",465,"forum"
"O V","IGC",465,"scientific"
"O V","IGC",465,"technical"
"O V","IGC",465,"body"
"O V","IGC",465,"subsidiary"
"O V","IGC",465,"bodies"
"O V","IGC",465,"secretariat"
"O III","IGC",466,"establish"
"O III","IGC",466,"system"
"O III","IGC",466,"governance"
"O III","IGC",466,"guidance"
"O III","IGC",466,"existing"
"O III","IGC",466,"institutions"
"O III","IGC",466,"creates"
"O III","IGC",466,"defining"
"O III","IGC",466,"powers"
"O III","IGC",466,"decision"
"O III","IGC",466,"rules"
"O III","IGC",466,"establishing"
"O III","IGC",466,"procedures"
"O III","IGC",466,"adopt"
"O III","IGC",466,"amend"
"O III","IGC",466,"substantive"
"O III","IGC",466,"rules"
"O III","IGC",466,"providing"
"O III","IGC",466,"methods"
"O III","IGC",466,"resolve"
"O III","IGC",466,"disputes"
"O I","PrepCom",467,"include"
"O I","PrepCom",467,"social"
"O I","PrepCom",467,"science"
"O I","PrepCom",467,"science"
"O I","PrepCom",467,"advisory"
"O I","PrepCom",467,"process"
"O I","PrepCom",467,"start"
"O VI","PrepCom",468,"explicitly"
"O VI","PrepCom",468,"provide"
"O VI","PrepCom",468,"aspect"
"O VI","PrepCom",468,"due"
"O VI","PrepCom",468,"regard"
"O VI","PrepCom",468,"achieve"
"O VI","PrepCom",468,"proportionate"
"O VI","PrepCom",468,"burden"
"O VI","PrepCom",468,"sharing"
"O VI","PrepCom",468,"developed"
"O VI","PrepCom",468,"developing"
"O III","PrepCom",469,"repeating"
"O III","PrepCom",469,"content"
"O III","PrepCom",469,"unclos"
"O III","PrepCom",469,"relation"
"O III","PrepCom",469,"continental"
"O III","PrepCom",469,"shelf"
"O III","PrepCom",469,"creating"
"O III","PrepCom",469,"workable"
"O III","PrepCom",469,"system"
"O III","PrepCom",469,"avoid"
"O III","PrepCom",469,"unnecessary"
"O III","PrepCom",469,"conflicts"
"O VI","PrepCom",470,"subsidiary"
"O VI","PrepCom",470,"mechanism"
"O VI","PrepCom",470,"empower"
"O VI","PrepCom",470,"global"
"O VI","PrepCom",470,"body"
"O VI","PrepCom",470,"decision"
"O VI","PrepCom",470,"abmts"
"O VI","PrepCom",470,"including"
"O VI","PrepCom",470,"mpas"
"O VI","PrepCom",470,"competent"
"O VI","PrepCom",470,"rfmo"
"T II","PrepCom",471,"wide"
"T II","PrepCom",471,"range"
"T II","PrepCom",471,"activities"
"T II","PrepCom",471,"abnj"
"T II","PrepCom",471,"difficult"
"T II","PrepCom",471,"identify"
"T II","PrepCom",471,"accommodate"
"T II","PrepCom",471,"relevant"
"T II","PrepCom",471,"stakeholders"
"O II","PrepCom",472,"create"
"O II","PrepCom",472,"compatibility"
"O II","PrepCom",472,"measures"
"O II","PrepCom",472,"pacific"
"O II","PrepCom",472,"island"
"O II","PrepCom",472,"countries"
"O II","PrepCom",472,"achieve"
"O II","PrepCom",472,"balance"
"O II","PrepCom",472,"biodiversity"
"O II","PrepCom",472,"conservation"
"T II","PrepCom",473,"consensus"
"T II","PrepCom",473,"lacking"
"T II","PrepCom",473,"principle"
"T II","PrepCom",473,"common"
"T II","PrepCom",473,"heritage"
"T II","PrepCom",473,"mankind"
"T II","PrepCom",473,"freedom"
"T II","PrepCom",473,"seas"
"T II","PrepCom",473,"applied"
"T II","PrepCom",473,"water"
"T II","PrepCom",473,"column"
"O II","PrepCom",474,"adopt"
"O II","PrepCom",474,"guidelines"
"O II","PrepCom",474,"promote"
"O II","PrepCom",474,"abmts"
"O II","PrepCom",474,"vulnerable"
"O II","PrepCom",474,"marine"
"O II","PrepCom",474,"ecosystems"
"O II","PrepCom",475,"expand"
"O II","PrepCom",475,"mandate"
"O II","PrepCom",475,"existing"
"O II","PrepCom",475,"sectoral"
"O II","PrepCom",475,"organizations"
"O II","PrepCom",475,"adopt"
"O II","PrepCom",475,"abmt"
"O II","PrepCom",475,"measures"
"O II","PrepCom",476,"enhance"
"O II","PrepCom",476,"capacity"
"O II","PrepCom",476,"rfmos"
"T VI","PrepCom",477,"capacity"
"T VI","PrepCom",477,"building"
"T VI","PrepCom",477,"transfer"
"T VI","PrepCom",477,"marine"
"T VI","PrepCom",477,"technology"
"T VI","PrepCom",477,"low"
"T VI","PrepCom",477,"priority"
"O I","BBNJ WG",478,"explain"
"O I","BBNJ WG",478,"detail"
"O I","BBNJ WG",478,"requirements"
"O I","BBNJ WG",478,"mpa"
"O I","BBNJ WG",478,"decision"
"O I","BBNJ WG",478,"processes"
"O I","BBNJ WG",478,"putting"
"O I","BBNJ WG",478,"identification"
"O I","BBNJ WG",478,"specific"
"O I","BBNJ WG",478,"measures"
"O I","BBNJ WG",478,"adopted"
"O I","BBNJ WG",478,"legal"
"O I","BBNJ WG",478,"effects"
"O I","BBNJ WG",478,"mpa"
"O III","BBNJ WG",479,"build"
"O III","BBNJ WG",479,"consensus"
"O III","BBNJ WG",479,"achieve"
"O III","BBNJ WG",479,"ecology"
"O III","BBNJ WG",479,"equity"
"O III","BBNJ WG",479,"elements"
"O III","BBNJ WG",479,"package"
"O III","BBNJ WG",479,"deal"
"O III","BBNJ WG",480,"fix"
"O III","BBNJ WG",480,"current"
"O III","BBNJ WG",480,"lack"
"O III","BBNJ WG",480,"cooperation"
"O III","BBNJ WG",480,"coordination"
"O III","BBNJ WG",480,"coherency"
"O III","BBNJ WG",480,"consistency"
"O III","BBNJ WG",480,"global"
"O III","BBNJ WG",480,"sectoral"
"O III","BBNJ WG",480,"regional"
"O III","BBNJ WG",480,"regimes"
"W III","IGC",481,"trump"
"W III","IGC",481,"regional"
"W III","IGC",481,"instruments"
"W III","IGC",481,"bodies"
"W III","IGC",481,"act"
"W III","IGC",481,"gap"
"W III","IGC",481,"filler"
"T I","IGC",482,"questions"
"T I","IGC",482,"designate"
"T I","IGC",482,"abmts"
"T I","IGC",482,"mpas"
"T I","IGC",482,"relevant"
"T I","IGC",482,"instruments"
"T I","IGC",482,"bodies"
"T I","IGC",482,"exist"
"T I","IGC",482,"lacking"
"T I","IGC",482,"coordination"
"O I","IGC",483,"provisions"
"O I","IGC",483,"include"
"O I","IGC",483,"specific"
"O I","IGC",483,"guidelines"
"O I","IGC",483,"achieve"
"O I","IGC",483,"principles"
"O I","IGC",483,"previously"
"O I","IGC",483,"stated"
"T II","IGC",484,"instrument"
"T II","IGC",484,"secure"
"T II","IGC",484,"widespread"
"T II","IGC",484,"acceptance"
"O I","IGC",485,"scientific"
"O I","IGC",485,"knowledge"
"O I","IGC",485,"expert"
"O I","IGC",485,"opinion"
"O I","IGC",485,"addressed"
"O I","IGC",485,"directly"
"O I","IGC",485,"including"
"O I","IGC",485,"provisions"
"O I","IGC",485,"remedying"
"O I","IGC",485,"restoring"
"O I","IGC",485,"marine"
"O I","IGC",485,"environmental"
"O I","IGC",485,"damage"
"T II","IGC",486,"views"
"T II","IGC",486,"genetic"
"T II","IGC",486,"material"
"T II","IGC",486,"living"
"T II","IGC",486,"resources"
"T II","IGC",486,"permeated"
"T II","IGC",486,"process"
"T II","IGC",486,"complicates"
"T II","IGC",486,"institutional"
"T II","IGC",486,"structure"
"O II","IGC",487,"enable"
"O II","IGC",487,"address"
"O II","IGC",487,"issues"
"O II","IGC",487,"purposive"
"O II","IGC",487,"rational"
"O II","IGC",487,"manner"
"O II","IGC",487,"ad"
"O II","IGC",487,"hoc"
"O II","IGC",487,"approach"
"O IV","PrepCom",488,"include"
"O IV","PrepCom",488,"management"
"O IV","PrepCom",488,"plans"
"O IV","PrepCom",488,"abmt"
"O IV","PrepCom",488,"mpa"
"O IV","PrepCom",488,"planning"
"O IV","PrepCom",488,"start"
"O IV","PrepCom",488,"including"
"O IV","PrepCom",488,"monitoring"
"O IV","PrepCom",488,"enforcement"
"O IV","PrepCom",488,"plans"
"O IV","PrepCom",488,"linked"
"O IV","PrepCom",488,"technologies"
"O IV","PrepCom",488,"transparency"
"T III","PrepCom",489,"concept"
"T III","PrepCom",489,"adjacency"
"T III","PrepCom",489,"employed"
"T III","PrepCom",489,"context"
"T III","PrepCom",489,"fisheries"
"T III","PrepCom",489,"elaborated"
"T III","PrepCom",489,"concept"
"T III","PrepCom",489,"compatibility"
"T III","PrepCom",489,"context"
"T III","PrepCom",489,"fish"
"T III","PrepCom",489,"stocks"
"O I","PrepCom",490,"elucidate"
"O I","PrepCom",490,"expectations"
"O I","PrepCom",490,"coastal"
"O I","PrepCom",490,"flag"
"O I","PrepCom",490,"operating"
"O I","PrepCom",490,"continental"
"O I","PrepCom",490,"shelf"
"T II","PrepCom",491,"environmentally"
"T II","PrepCom",491,"oriented"
"T II","PrepCom",491,"proposed"
"T II","PrepCom",491,"approach"
"T II","PrepCom",491,"rfmos"
"T II","PrepCom",491,"unwilling"
"T II","PrepCom",491,"negotiate"
"T II","PrepCom",491,"agree"
"T II","PrepCom",491,"treaty"
"T II","PrepCom",491,"provisions"
"T III","PrepCom",492,"undermining"
"T III","PrepCom",492,"existing"
"T III","PrepCom",492,"structures"
"T III","PrepCom",492,"slow"
"T III","PrepCom",492,"process"
"O VI","PrepCom",493,"strengthen"
"O VI","PrepCom",493,"systems"
"O VI","PrepCom",493,"global"
"O VI","PrepCom",493,"scientific"
"O VI","PrepCom",493,"capacity"
"O VI","PrepCom",493,"development"
"O VI","PrepCom",493,"technology"
"O VI","PrepCom",493,"transfer"
"O III","PrepCom",494,"integrate"
"O III","PrepCom",494,"questions"
"O III","PrepCom",494,"related"
"O III","PrepCom",494,"regulation"
"O III","PrepCom",494,"international"
"O III","PrepCom",494,"fisheries"
"O II","PrepCom",495,"enable"
"O II","PrepCom",495,"expand"
"O II","PrepCom",495,"regional"
"O II","PrepCom",495,"seas"
"O II","PrepCom",495,"organizations"
"O II","PrepCom",496,"promote"
"O II","PrepCom",496,"sharing"
"O II","PrepCom",496,"practices"
"O II","PrepCom",496,"exchange"
"O II","PrepCom",496,"rfmos"
"O II","PrepCom",496,"identify"
"O II","PrepCom",496,"pathways"
"O II","PrepCom",496,"conservation"
"O II","PrepCom",496,"sustainable"
"O II","PrepCom",496,"ensuring"
"O II","PrepCom",496,"timely"
"O II","PrepCom",496,"cooperative"
"O II","PrepCom",496,"responses"
"O II","PrepCom",496,"international"
"O II","PrepCom",496,"pressures"
"T II","PrepCom",497,"divergence"
"T II","PrepCom",497,"oecd"
"T II","PrepCom",497,"sids"
"T II","PrepCom",497,"ldcs"
"T II","PrepCom",497,"mgrs"
"T II","PrepCom",497,"abmts"
"T II","PrepCom",497,"package"
"T II","PrepCom",497,"elements"
"T II","PrepCom",497,"suggests"
"T II","PrepCom",497,"potential"
"T II","PrepCom",497,"challenge"
"T II","PrepCom",497,"consensus"
"T III","BBNJ WG",498,"excluding"
"T III","BBNJ WG",498,"fishing"
"T III","BBNJ WG",498,"activities"
"T III","BBNJ WG",498,"scope"
"T III","BBNJ WG",498,"makes"
"T III","BBNJ WG",498,"sense"
"O I","BBNJ WG",499,"guiding"
"O I","BBNJ WG",499,"principles"
"O I","BBNJ WG",499,"establish"
"O I","BBNJ WG",499,"mpas"
"O I","BBNJ WG",499,"conduct"
"O I","BBNJ WG",499,"eias"
"O II","BBNJ WG",500,"prevent"
"O II","BBNJ WG",500,"duplication"
"O II","BBNJ WG",500,"effort"
"O II","BBNJ WG",500,"enhancing"
"O II","BBNJ WG",500,"exchange"
"O II","BBNJ WG",500,"practices"
"O II","BBNJ WG",500,"information"
"O II","BBNJ WG",500,"regional"
"O II","BBNJ WG",500,"sectoral"
"O II","BBNJ WG",500,"organizations"
"W I","IGC",501,"main"
"W I","IGC",501,"question"
"W I","IGC",501,"remains"
"W I","IGC",501,"role"
"W I","IGC",501,"overarching"
"W I","IGC",501,"arrangement"
"W I","IGC",501,"complementary"
"W I","IGC",501,"respective"
"W I","IGC",501,"regional"
"W I","IGC",501,"bodies"
"W I","IGC",501,"mechanisms"
"O V","IGC",502,"procedural"
"O V","IGC",502,"flexibility"
"O V","IGC",502,"achieved"
"O V","IGC",502,"review"
"O V","IGC",502,"mechanisms"
"O V","IGC",502,"ensuring"
"O V","IGC",502,"measures"
"O V","IGC",502,"tools"
"O V","IGC",502,"chosen"
"O V","IGC",502,"effective"
"O V","IGC",502,"support"
"O V","IGC",502,"adaptability"
"O I","IGC",503,"aim"
"O I","IGC",503,"bolster"
"O I","IGC",503,"provisions"
"O I","IGC",503,"unclos"
"O I","IGC",503,"liability"
"O I","IGC",503,"compensation"
"O I","IGC",503,"achieve"
"O I","IGC",503,"purposes"
"O I","IGC",503,"avoid"
"O I","IGC",503,"minimize"
