"uniqueID","Publication.Year","Negotiation.phase","SWOT.Cats","SWOT","Category","Message"
208,2016,"PrepCom","O II","O","II","to expand the mandate of existing sectoral organizations to adopt ABMT measures."
210,2016,"PrepCom","O II","O","II","to enhance the capacity of RFMOs."
224,2016,"PrepCom","T VI","T","VI","Capacity building and the transfer of marine technology seems to be a relatively low priority."
226,2015,"BBNJ WG","O I","O","I","to explain in detail the requirements for when an MPA should be put in place, the decision-making processes for putting it in place and for the identification of specific measures to be adopted, and the legal effects of such an MPA."
249,2014,"BBNJ WG","O III","O","III","to build consensus to achieve ecology and equity in each of the four elements of the package deal."
297,2012,"BBNJ WG","O III","O","III","to fix the current lack of cooperation and coordination, coherency and consistency across global, sectoral and regional regimes."
37,2020,"IGC","W III","W","III","the new agreement cannot trump other regional instruments and bodies, it may act as a gap-filler."
38,2020,"IGC","T I","T","I","Questions about how to designate ABMTs and MPAs when relevant instruments/bodies already exist and/or where they are lacking, and how is the coordination among them."
72,2019,"IGC","O I","O","I","The general provisions under the BBNJ agreement should include specific guidelines on how to achieve principles previously stated."
82,2019,"IGC","T II","T","II","The new instrument does not secure widespread acceptance."
84,2019,"IGC","O I","O","I","Scientific knowledge and expert opinion should be addressed directly by the BBNJ agreement including provisions on remedying and restoring marine environmental damage."
90,2019,"IGC","T II","T","II","Different views regarding genetic material of living resources have permeated the BBNJ process, which complicates the institutional structure of the agreement."
94,2019,"IGC","O II","O","II","enable States to address issues in a purposive, rational manner rather than an ad hoc approach."
125,2018,"PrepCom","O IV","O","IV","to include management plans in ABMT and MPA planning from the start, including clear monitoring and enforcement plans, linked to new technologies, and with greater transparency."
159,2018,"PrepCom","T III","T","III","The concept of adjacency is only employed in the context of fisheries and has been elaborated through the concept of compatibility in the context of the Fish Stocks Agreement."
166,2018,"PrepCom","O I","O","I","To elucidate expectations on both coastal and flag states operating on and near the continental shelf."
170,2017,"PrepCom","T II","T","II","The more environmentally oriented the proposed approach of the BBNJ agreement would be, the more likely it would become that RFMOs would be unwilling to negotiate and agree such treaty provisions."
171,2017,"PrepCom","T III","T","III","not undermining existing structures may slow down the BBNJ process."
188,2017,"PrepCom","O VI","O","VI","to strengthen systems for global scientific capacity development and technology transfer."
203,2016,"PrepCom","O III","O","III","to integrate questions related with the regulation of international fisheries."
208,2016,"PrepCom","O II","O","II","to enable and expand regional seas organizations."
210,2016,"PrepCom","O II","O","II","to promote sharing of best practices and exchange among different RFMOs to identify pathways to the conservation and sustainable use of BBNJ as well as ensuring timely and cooperative responses to international pressures."
224,2016,"PrepCom","T II","T","II","The divergence across the OECD/SIDS/LDCs for MGRs and ABMTs package elements suggests a potential challenge to find consensus."
226,2015,"BBNJ WG","T III","T","III","Excluding fishing activities from the scope of the BBNJ agreement makes little sense."
249,2014,"BBNJ WG","O I","O","I","to use guiding principles to establish MPAs and to conduct EIAs"
297,2012,"BBNJ WG","O II","O","II","to prevent duplication of effort and enhancing exchange of best practices and information amongst regional and sectoral organizations."
37,2020,"IGC","W I","W","I","The main question remains in the role of the new agreement: either as being an overarching arrangement or as merely complementary to the respective regional bodies’ mechanisms."
72,2019,"IGC","O V","O","V","Procedural flexibility can be achieved through the use of review mechanisms, ensuring that the measures and tools chosen are still effective and may support adaptability."
84,2019,"IGC","O I","O","I","the BBNJ agreement should aim to bolster the provisions in the UNCLOS on liability and compensation to achieve purposes to avoid, minimize, restore or compensate the damage to marine biodiversity."
90,2019,"IGC","T II","T","II","The BBNJ agreement may undermine existing relevant legal instruments and frameworks and relevant global, regional and sectoral bodies."
94,2019,"IGC","O II","O","II","Creation of a decision-making body, a scientific and/or technical body, and a secretariat."
125,2018,"PrepCom","O II","O","II","to implement equitable and transparent stakeholder engagement and participation in the design and designation of ABMTs and MPAs, including a wide range of user communities as well as the scientific community and general public."
166,2018,"PrepCom","O III","O","III","to set out clearly the environmental obligations that apply to activities, including obligations to assess the environmental impacts of the activities, and to notify and consult with affected states before undertaking activities that have a possibility of harm to the marine environment."
170,2017,"PrepCom","T II","T","II","Consensus is difficult to achieve on the need and feasibility to establish a central mechanism."
171,2017,"PrepCom","T I","T","I","the parameters of the governance principle of cooperation and the specifications of its applicability is not clear."
188,2017,"PrepCom","O VI","O","VI","to match existing marine technology resources to current needs in particular regions."
203,2016,"PrepCom","O II","O","II","to develop collaborative institutional mechanisms to integrate fisheries with other environmental activities"
208,2016,"PrepCom","O II","O","II","to clarify and elaborate the UNCLOS duty to cooperate."
210,2016,"PrepCom","O II","O","II","Side payments for balancing costs and benefits across stakeholder groups may ensure acceptance and compliance."
224,2016,"PrepCom","T II","T","II","Possible mismatch in timeframes when considering economic loss associated with MPAs implementation and the benefits from the exploitation of MGRs."
226,2015,"BBNJ WG","T II","T","II","the difficulty to apply the measures to non-States."
249,2014,"BBNJ WG","O II","O","II","to create stronger vertical and horizontal linkages between regional environmental protection frameworks and global and regional bodies with sectoral responsibilities."
297,2012,"BBNJ WG","O II","O","II","to establish a compliance commission charged with reviewing the performance of States, RFMOs and other regional entities to enhance implementation."
37,2020,"IGC","W I","W","I","The are no relevant measures in place stating how States Parties shall promote coherence and complementarity in the establishment of ABMTs, including MPAs."
72,2019,"IGC","O V","O","V","A COP settled under the agreement should be composed by a Technical and Scientific Body with interested representativies of regional and international organizations."
84,2019,"IGC","O IV","O","IV","the BBNJ agreement could establish clear linkages between the project and strategic EIA reporting and monitoring provisions with any future liability mechanism."
94,2019,"IGC","O II","O","II","Build a model to reflect modern principles, such as precautionary approach, with more specific articles and annexes articulating requirements and guidelines."
166,2018,"PrepCom","T III","T","III","the coastal state has sovereign rights over the resources of the continental shelf, while the resources found in the water column are beyond national jurisdiction. This legal separation of responsibility creates serious practical problems for the effectiveness and the conservation of ABNJ."
171,2017,"PrepCom","T III","T","III","Fisheries were not directly included."
188,2017,"PrepCom","O II","O","II","to create a more integrated and cross-sectoral system of oceans governance in ABNJ globally and in the southern hemisphere."
203,2016,"PrepCom","O II","O","II","to advance a set of cross-cutting governance principles that can promote integration by shaping the conduct of States, RFMOs and other institutions."
208,2016,"PrepCom","O I","O","I","To establish clear conservation and governance principles."
210,2016,"PrepCom","T II","T","II","information asymmetries or a lack of monitoring or enforcement can be exploited by self-interested parties for short-term gains."
224,2016,"PrepCom","T VI","T","VI","lack of scientific capacity in LDCs and SIDS to advise delegations or governments"
297,2012,"BBNJ WG","O IV","O","IV","to provide a regular process for reviewing the effectiveness of UNCLOS and related agreements in order to provide consistency."
37,2020,"IGC","W III","W","III","The BBNJ would be deprived of any supremacy or significant coordinating role of the ‘regional model’ would be set as the model for the agreement."
72,2019,"IGC","O V","O","V","stakeholders should nominate experts to make sure that recomendations are based on scientific priorities instead of political ones."
84,2019,"IGC","O III","O","III","The BBNJ agreement could be focused on prevention and deterrence on the basis that the polluter should pay for environmental damage and the cost of remediation measures."
94,2019,"IGC","O II","O","II","to address a clear gap in UNCLOS on how State parties are to give effect to the General principle of protecting biodiversity in the marine environment and make it applicable across all sectors and regions."
171,2017,"PrepCom","T III","T","III","the agreement may overlap with the existing mandate of the RFMOs."
203,2016,"PrepCom","T III","T","III","A decentralized approach leaves no answer on how fisheries should be integrated within any future regime."
208,2016,"PrepCom","O III","O","III","To establish a systematic approach to MPA network creation."
210,2016,"PrepCom","T III","T","III","A weak BBNJ implementing agreement could result in a continuation of the status quo with negligible net gains or losses for any of the stakeholder groups."
224,2016,"PrepCom","T II","T","II","the connectivity of marine systems means that changes in the management of ABNJ will almost certainly have spillover effects on the Exclusive Economic Zones of sovereign States that maybe diverge from their own interests."
297,2012,"BBNJ WG","O I","O","I","to set clear requirements for RFMO and flag-State performance and accountability."
37,2020,"IGC","W III","W","III","A tension between being comprehensive and not undermining existing instruments, frameworks and bodies has been evident."
72,2019,"IGC","O I","O","I","ensure that traditonal knowledge will be incorporated in the BBNJ process."
84,2019,"IGC","O I","O","I","Include specific provisions on restoration in the BBNJ agreement."
94,2019,"IGC","O V","O","V","empower a decision-making body, the body to establish high seas MPAs and approve EIAs with the aid of a robust scientific committee and a secretariat to coordinate the consultation process."
203,2016,"PrepCom","T II","T","II","by not undermining existing relevant legal instruments and frameworks and relevant global, regional and sectoral bodies, the BBNJ agreement cannot solve issues related to fisheries."
208,2016,"PrepCom","T II","T","II","Existing complexities of coordinating conservation efforts across national boundaries and ABNJ."
210,2016,"PrepCom","W III","W","III","Compliance maybe difficult to achieve, as biodiversity-related provisions under existing implementing agreements have not being satisfactorily met."
297,2012,"BBNJ WG","O III","O","III","to interpret and applied the new agreement together with UNCLOS as a single instrument and give a broad mandate to States Parties and international organizations to establish and maintain a representative network of MPAs and reserves."
37,2020,"IGC","W III","W","III","Neither the new agreement nor any future decisions taken by its apparatus can bind third party States or other global or regional organisations such as the IMO or RFMOs respectively."
72,2019,"IGC","O VI","O","VI","The agreement should provide a platform where as many levels of engagement as possible are open to stakeholders, including non-State stakeholders."
84,2019,"IGC","O III","O","III","the IMO civil liability regime and the guidance set out in the Claims Manual relating to reinstatement and restoration of the contaminated environment are also in need to be framed in the BBNJ negotiations."
94,2019,"IGC","O V","O","V","to create a new body which could more actively and directly carry out the objectives of the new BBNJ agreement."
203,2016,"PrepCom","T III","T","III","Delegations expressed divergent views on fisheries issues."
297,2012,"BBNJ WG","O VI","O","VI","to create a mechanism for financial and technical assistance to build capacity and facilitate developing country participation."
37,2020,"IGC","W I","W","I","The‘not-undermining’ clause might prove to be a weaknesses of the new agreement, since the need to establish specific mechanisms and measures to facilitate the conservation and sustainable use of marine biodiversity in ABNJ, especially in relation to ABMTs and EIAs, is considered by some delegations to be in conflict with the ‘not undermining’ clause mandated."
72,2019,"IGC","O II","O","II","The agreement can ensure the coordination, integration and cooperation by promoting cross-sectoral and cross-regional cooperation."
84,2019,"IGC","O IV","O","IV","The practical applicability of compensation and liability regime will depend on the quality and accuracy of the reporting and monitoring information requirements set down by the BBNJ agreement."
94,2019,"IGC","O V","O","V","to adopt institutional mechanisms."
203,2016,"PrepCom","T II","T","II","No significant progress was made about fisheries."
297,2012,"BBNJ WG","O III","O","III","To consolidate the fundamental principles of ocean management and governance."
37,2020,"IGC","O III","O","III","The conservation and management measures established for the high seas and those adopted for areas under national jurisdiction should be compatible in order to ensure conservation and management of the straddling fish stocks and highly migratory fish stocks in their entirety."
84,2019,"IGC","O V","O","V","Compensation can support more robust obligations in relation to compensation for environmental damage and ensure that the law, practice, science and financing of ecological restoration are adequately addressed by the BBNJ agreement."
94,2019,"IGC","O I","O","I","to enable and facilitate the establishment of compatible conservation and management measures across boundaries, addressing some of the concerns of adjacent States and developing States and help boost the capability to conserve and manage straddling ecosystems and highly migratory species."
297,2012,"BBNJ WG","O III","O","III","to provide the basis for a global ecosystem-based and precautionary management regime."
37,2020,"IGC","O III","O","III","The Conference of States Parties shall make arrangements for consultation to establish a coordination and collaboration mechanism to enhance cooperation with and among relevant legal instruments and frameworks and relevant bodies with regard to ABMTs."
84,2019,"IGC","O I","O","I","Establish clear rules in the BBNJ agreement on the consequences of damage to ABNJ biodiversity and pertinent information regarding reparation and compensation."
94,2019,"IGC","O II","O","II","to build on the UNCLOS example to encourage States to cooperate to strengthen existing organizations, to join and act in good faith in any relevant existing or new organizations, and to consult in the case of overlapping competencies."
297,2012,"BBNJ WG","O II","O","II","to give regional initiatives a global imprimatur for regional conservation measures and mechanisms to encourage compliance by extra-regional States and non-parties."
37,2020,"IGC","O VI","O","VI","Adjacent coastal States will have a prominent role in designating MPAs as well as in conducting EIAs or collecting MGRs in ABNJ close to areas of national jurisdiction."
84,2019,"IGC","T I","T","I","Monetizing environmental damage can be difficult due to the heterogeneous nature of the ocean environment and the dearth of detailed baseline scientific knowledge on the functioning of marine ecosystems."
94,2019,"IGC","O I","O","I","to adopt measures on the duty to cooperate in scientific research, including data sharing, to give effect to scientific and technical assistance to developing States and to enable protection and preservation of the marine environment."
297,2012,"BBNJ WG","O II","O","II","to address the institutional weaknesses of UNCLOS that hamper effective implementation of existing instruments."
37,2020,"IGC","O III","O","III","The final text should provide specific institutional mechanisms to enhance the implementation of the duty to cooperate."
84,2019,"IGC","T I","T","I","Several areas will pose challenges in the BBNJ agreement context, including patent problems in putting a fiscal value on pure environmental damage to biodiversity of ABNJ."
94,2019,"IGC","O I","O","I","To use cautious conservation and management measures for emergency actions under natural phenomenon conditions as the basis for conservation and management provisions consideration for new human activities that cause impact on the marine environment."
297,2012,"BBNJ WG","O IV","O","IV","to provide a regular forum for review, information exchange, mutual evaluation and updating to provide consistency as well as flexibility to respond to new issues and threats."
37,2020,"IGC","O IV","O","IV","The new agreement can enhance implementation by providing a venue for ‘interregime learning and cooperation’."
84,2019,"IGC","T III","T","III","A difficult aspect for the BBNJ agreement will be the extent to which a regime could be designed to place a firm onus on private parties to make good environmental damage but spares States from responsibility and financial liability, provided that they discharge their due diligence obligations."
94,2019,"IGC","O III","O","III","to create a platform for international cooperation with more coherent action."
297,2012,"BBNJ WG","O II","O","II","to create a bridge between global, regional and sectoral organizations, preventing duplication of effort and enhancing exchange of best practices and information."
37,2020,"IGC","O I","O","I","The reference of the ecosystem approach may reinforce the principle of compatibility through areas of national jurisdiction and those adopted outside such areas."
94,2019,"IGC","O II","O","II","to support and not undermine existing instruments, frameworks or bodies by galvanizing action through new global level rules, standards, and recommended practices and procedures to be implemented by States."
297,2012,"BBNJ WG","T III","T","III","Waiting for the conclusion of the BBNJ agreement may delay the conservation of crucial areas and ecosystem services."
37,2020,"IGC","O V","O","V","Under the scheme of a new decision-making body , the COP would be competent to establish a network of MPAs."
94,2019,"IGC","O IV","O","IV","to provide a more robust vehicle for implementation of CBD provisions."
297,2012,"BBNJ WG","T II","T","II","The BBNJ agreement may not be accepted by all."
37,2020,"IGC","O V","O","V","Under the ‘global model’, it is envisioned that the decision-making body would be empowered to take decisions that are both specific and binding upon its parties, including on establishing high seas MPAs and approving EIAs."
94,2019,"IGC","O II","O","II","to build on CBD’s actions to conserve BBNJ through a scientific process to describe ecologically or biologically significant marine areas (EBSAs) and voluntary guidelines for the consideration of biodiversity in EIAs and SEAs in ABNJ."
297,2012,"BBNJ WG","T II","T","II","The agreement could be costly and time-consuming to negotiate."
37,2020,"IGC","O II","O","II","the new agreement could include a conflict-clause or general principles."
94,2019,"IGC","O III","O","III","to enable State parties to take more rapid and direct action while they seek to promote comparable measures through the relevant sectoral organizations and enable States parties to take coherent measures across sectors and regions."
37,2020,"IGC","O II","O","II","Only a multi-sectoral, integrated, cooperative management can ensure the conservation and long-term sustainable use of marine biodiversity in ABNJ."
94,2019,"IGC","O III","O","III","to promote greater coherence with and complement existing bodies and instruments."
94,2019,"IGC","T I","T","I","where the power to implement ABMTs, including MPAs, should rest is a critical items for negotiators ."
37,2020,"IGC","O III","O","III","It remains to be seen whether the inclusion of the CHM principle would be accompanied by its logical consequences, such as mandatory sharing of MGR monetary benefits."
94,2019,"IGC","T II","T","II","Some States argue that management authority should reside solely in existing sectoral bodies, such as RFMO’s, while others assert the need for more global control."
37,2020,"IGC","O III","O","III","A consultation period should be established and the decision-making would decide on ABMTs complementary to, and/or independently of, the relevant regional instruments or bodies, or recommend the latter to adopt such measures."
94,2019,"IGC","T III","T","III","Many delegates advocated for the adoption of a hybrid approach: advancing ocean governance more than the status quo regional approach, but falling short of the centralized global-level decision-making powers envisioned under the global approach."
37,2020,"IGC","T II","T","II","The issue of cooperation depends on how the new agreement will be governed and the extent of the decision-making powers."
37,2020,"IGC","T II","T","II","The relationship of the BBNJ agreement with other relevant treaties and bodies has aroused great controversy."
37,2020,"IGC","T II","T","II","the ‘freedom of the high seas and the common heritage of mankind (CHM) seem one of the greatest controversies related to the BBNJ agreement."
37,2020,"IGC","T I","T","I","Issue related to designing ABMTs, whether to regional and sectoral bodies or to institutions of the BBNJ agreement."
37,2020,"IGC","T III","T","III","Warships, naval auxiliaries and other State vessels are excluded from the scope of the BBNJ agreement."
37,2020,"IGC","T III","T","III","Under a ‘regional model’, the establishment of an MPA, would only be created by the relevant competent framework or body that would decide whether to establish an MPA and what measures to adopt therein while State parties would only make recommendations to the respective framework/body."
37,2020,"IGC","T III","T","III","The hybrid approach offers a model of institutional arrangements that would advance ocean governance more than the status quo regional approach, but would fall short of the centralised global-level decision-making powers envisioned under the global approach."
37,2020,"IGC","T II","T","II","The relationship with other relevant instruments and bodies remains one of the most controversial issues will directly reflect and impact upon the global nature and effectiveness of the BBNJ agreement."
37,2020,"IGC","T I","T","I","A significant issue concerning the BBNJ agreement is its ‘General Principles’."
37,2020,"IGC","T I","T","I","It is uncertain how the BBNJ agreement effectiveness implementation would be secured due to enforcement and compliance mechanisms."
37,2020,"IGC","T III","T","III","The agreement will likely fail to fulfil the initial aspirations of the international community as to the conservation and sustainable use of biodiversity beyond national jurisdiction."
