"Category","Negotiation.phase","msg.number","Message"
"III","PrepCom",422,"develop"
"III","PrepCom",422,"regime"
"III","PrepCom",422,"cover"
"III","PrepCom",422,"completely"
"III","PrepCom",422,"broadly"
"II","PrepCom",423,"form"
"II","PrepCom",423,"constructive"
"II","PrepCom",423,"links"
"II","PrepCom",423,"existing"
"II","PrepCom",423,"cohesive"
"II","PrepCom",423,"ocean"
"II","PrepCom",423,"governance"
"II","PrepCom",423,"instruments"
"II","PrepCom",423,"institutions"
"II","PrepCom",423,"south"
"II","PrepCom",423,"west"
"II","PrepCom",423,"pacific"
"VI","PrepCom",424,"perspectives"
"VI","PrepCom",424,"capacity"
"VI","PrepCom",424,"building"
"VI","PrepCom",424,"transfer"
"VI","PrepCom",424,"technology"
"VI","PrepCom",424,"remain"
"VI","PrepCom",424,"developed"
"VI","PrepCom",424,"developing"
"I","PrepCom",425,"unclos"
"I","PrepCom",425,"keystone"
"I","PrepCom",425,"rules"
"I","PrepCom",425,"marine"
"I","PrepCom",425,"spatial"
"I","PrepCom",425,"planning"
"I","PrepCom",425,"national"
"I","PrepCom",425,"jurisdiction"
"II","PrepCom",426,"include"
"II","PrepCom",426,"carefully"
"II","PrepCom",426,"drafted"
"II","PrepCom",426,"conflicts"
"II","PrepCom",426,"clause"
"II","PrepCom",426,"ensure"
"II","PrepCom",426,"complementarity"
"II","PrepCom",426,"existing"
"II","PrepCom",426,"fisheries"
"II","PrepCom",426,"agreements"
"II","PrepCom",427,"establish"
"II","PrepCom",427,"effective"
"II","PrepCom",427,"institutional"
"II","PrepCom",427,"framework"
"III","PrepCom",428,"achieve"
"III","PrepCom",428,"aichi"
"III","PrepCom",428,"target"
"III","PrepCom",428,"11"
"III","PrepCom",428,"convention"
"III","PrepCom",428,"biological"
"III","PrepCom",428,"diversity"
"II","PrepCom",429,"public"
"II","PrepCom",429,"health"
"II","PrepCom",429,"low"
"II","PrepCom",429,"income"
"II","PrepCom",429,"food"
"II","PrepCom",429,"deficit"
"II","PrepCom",429,"countries"
"II","PrepCom",429,"impacted"
"II","PrepCom",429,"occur"
"II","PrepCom",429,"access"
"II","PrepCom",429,"fish"
"III","BBNJ WG",430,"provide"
"III","BBNJ WG",430,"integrated"
"III","BBNJ WG",430,"uniform"
"III","BBNJ WG",430,"approach"
"III","BBNJ WG",430,"establishment"
"III","BBNJ WG",430,"mpas"
"III","BBNJ WG",430,"achieved"
"III","BBNJ WG",430,"sectoral"
"III","BBNJ WG",430,"rfmos"
"III","BBNJ WG",431,"bring"
"III","BBNJ WG",431,"tools"
"III","BBNJ WG",431,"governance"
"III","BBNJ WG",431,"marine"
"III","BBNJ WG",431,"biodiversity"
"III","BBNJ WG",431,"abnj"
"III","BBNJ WG",431,"multi"
"III","BBNJ WG",431,"sectoral"
"III","BBNJ WG",431,"mpas"
"III","BBNJ WG",431,"strategic"
"III","BBNJ WG",431,"environmental"
"III","BBNJ WG",431,"assessments"
"III","BBNJ WG",431,"access"
"III","BBNJ WG",431,"benefit"
"III","BBNJ WG",431,"sharing"
"III","BBNJ WG",431,"mechanism"
"II","BBNJ WG",432,"ensure"
"II","BBNJ WG",432,"consistent"
"II","BBNJ WG",432,"application"
"II","BBNJ WG",432,"modern"
"II","BBNJ WG",432,"ocean"
"II","BBNJ WG",432,"governance"
"II","BBNJ WG",432,"principles"
"II","BBNJ WG",432,"sectoral"
"II","BBNJ WG",432,"management"
"II","BBNJ WG",432,"regimes"
"II","BBNJ WG",432,"provide"
"II","BBNJ WG",432,"enhanced"
"II","BBNJ WG",432,"international"
"II","BBNJ WG",432,"cooperation"
"III","BBNJ WG",433,"develop"
"III","BBNJ WG",433,"process"
"III","BBNJ WG",433,"spatial"
"III","BBNJ WG",433,"planning"
"III","BBNJ WG",433,"designed"
"III","BBNJ WG",433,"foster"
"III","BBNJ WG",433,"integrated"
"III","BBNJ WG",433,"ecosystem"
"III","BBNJ WG",433,"based"
"III","BBNJ WG",433,"planning"
"III","BBNJ WG",433,"management"
"III","BBNJ WG",433,"includes"
"III","BBNJ WG",433,"establishment"
"III","BBNJ WG",433,"system"
"III","BBNJ WG",433,"mpas"
"III","BBNJ WG",433,"abnj"
"I","BBNJ WG",434,"provide"
"I","BBNJ WG",434,"framework"
"I","BBNJ WG",434,"comprehensive"
"I","BBNJ WG",434,"cross"
"I","BBNJ WG",434,"sectoral"
"I","BBNJ WG",434,"integrated"
"I","BBNJ WG",434,"protection"
"I","BBNJ WG",434,"modern"
"I","BBNJ WG",434,"management"
"I","BBNJ WG",434,"approaches"
"I","BBNJ WG",434,"tools"
"I","BBNJ WG",434,"effective"
"I","BBNJ WG",434,"compliance"
"I","BBNJ WG",434,"enforcement"
"I","BBNJ WG",434,"powers"
"I","IGC",435,"science"
"I","IGC",435,"policymakers"
"I","IGC",435,"act"
"I","IGC",435,"overwhelming"
"I","IGC",435,"scientific"
"I","IGC",435,"evidence"
"I","IGC",435,"justify"
"I","IGC",435,"decision"
"II","IGC",436,"duty"
"II","IGC",436,"undermine"
"II","IGC",436,"complexity"
"II","IGC",436,"existing"
"II","IGC",436,"policy"
"II","IGC",436,"institutional"
"II","IGC",436,"landscape"
"II","IGC",436,"hinder"
"II","IGC",436,"implemention"
"II","IGC",436,"science"
"II","IGC",436,"based"
"II","IGC",436,"approaches"
"I","IGC",437,"provision"
"I","IGC",437,"implementation"
"I","IGC",437,"abmts"
"I","IGC",437,"agreed"
"II","IGC",438,"distinction"
"II","IGC",438,"establishing"
"II","IGC",438,"designating"
"II","IGC",438,"mpas"
"II","IGC",438,"countries"
"I","IGC",439,"stakeholders"
"I","IGC",439,"welcomed"
"I","IGC",439,"negotiation"
"I","IGC",439,"uncertain"
"I","IGC",439,"instrument"
"I","IGC",439,"include"
"I","IGC",439,"interact"
"I","IGC",440,"regional"
"I","IGC",440,"sectoral"
"I","IGC",440,"model"
"I","IGC",440,"adpted"
"I","IGC",440,"standards"
"I","IGC",440,"guidelines"
"I","IGC",440,"develop"
"I","IGC",440,"means"
"I","IGC",440,"low"
"I","IGC",440,"level"
"I","IGC",440,"scale"
"I","IGC",440,"restriction"
"I","IGC",441,"provide"
"I","IGC",441,"form"
"I","IGC",441,"operational"
"I","IGC",441,"mechanism"
"I","IGC",441,"ensure"
"I","IGC",441,"compensation"
"I","IGC",441,"paid"
"I","IGC",441,"rehabilitation"
"I","IGC",441,"liability"
"I","IGC",441,"funds"
"I","IGC",441,"form"
"I","IGC",441,"reparation"
"II","IGC",442,"design"
"II","IGC",442,"institutional"
"II","IGC",442,"framework"
"II","IGC",442,"based"
"II","IGC",442,"specific"
"II","IGC",442,"interpretation"
"II","IGC",442,"term"
"II","IGC",442,"undermine"
"III","IGC",443,"central"
"III","IGC",443,"organizing"
"III","IGC",443,"theme"
"III","IGC",443,"enhancing"
"III","IGC",443,"cooperation"
"III","IGC",443,"coordination"
"III","IGC",443,"ecosystem"
"III","IGC",443,"based"
"III","IGC",443,"management"
"III","IGC",443,"based"
"III","IGC",443,"science"
"III","IGC",443,"precautionary"
"III","IGC",443,"principle"
"I","PrepCom",444,"identify"
"I","PrepCom",444,"clearer"
"I","PrepCom",444,"pathways"
"I","PrepCom",444,"science"
"I","PrepCom",444,"advice"
"I","PrepCom",444,"ensuring"
"I","PrepCom",444,"evidence"
"I","PrepCom",444,"base"
"I","PrepCom",444,"closures"
"I","PrepCom",444,"sound"
"I","PrepCom",444,"adequate"
"I","PrepCom",444,"precautionary"
"I","PrepCom",444,"nature"
"III","PrepCom",445,"adapt"
"III","PrepCom",445,"concept"
"III","PrepCom",445,"range"
"III","PrepCom",445,"conservation"
"III","PrepCom",445,"migratory"
"III","PrepCom",445,"species"
"III","PrepCom",445,"wild"
"III","PrepCom",445,"animals"
"III","PrepCom",445,"reflect"
"III","PrepCom",445,"oceanographic"
"III","PrepCom",445,"ecological"
"III","PrepCom",445,"connectivity"
"III","PrepCom",446,"coastal"
"III","PrepCom",446,"initiate"
"III","PrepCom",446,"discussion"
"III","PrepCom",446,"abmts"
"III","PrepCom",446,"support"
"III","PrepCom",446,"coastal"
"III","PrepCom",446,"objectives"
"V","PrepCom",447,"overcome"
"V","PrepCom",447,"related"
"V","PrepCom",447,"legal"
"V","PrepCom",447,"relationships"
"V","PrepCom",447,"unclos"
"V","PrepCom",447,"treaties"
"V","PrepCom",447,"basis"
"V","PrepCom",447,"rfmos"
"V","PrepCom",447,"constituted"
"III","PrepCom",448,"abnj"
"III","PrepCom",448,"remain"
"III","PrepCom",448,"politically"
"III","PrepCom",448,"jurisdictionally"
"III","PrepCom",448,"defined"
"III","PrepCom",448,"spaces"
"III","PrepCom",448,"necessarily"
"III","PrepCom",448,"follow"
"III","PrepCom",448,"ecosystems"
"III","PrepCom",448,"represent"
"III","PrepCom",448,"essential"
"III","PrepCom",448,"geophysical"
"III","PrepCom",448,"unity"
"III","PrepCom",448,"oceans"
"III","PrepCom",449,"include"
"III","PrepCom",449,"iucn"
"III","PrepCom",449,"recommended"
"III","PrepCom",449,"seas"
"III","PrepCom",449,"principles"
"III","PrepCom",449,"create"
"III","PrepCom",449,"strong"
"III","PrepCom",449,"link"
"III","PrepCom",449,"south"
"III","PrepCom",449,"west"
"III","PrepCom",449,"pacific"
"III","PrepCom",449,"regional"
"III","PrepCom",449,"ocean"
"III","PrepCom",449,"governance"
"III","PrepCom",449,"system"
"I","PrepCom",450,"include"
"I","PrepCom",450,"provisions"
"I","PrepCom",450,"freedom"
"I","PrepCom",450,"lay"
"I","PrepCom",450,"submarine"
"I","PrepCom",450,"cables"
"I","PrepCom",450,"pipelines"
"III","PrepCom",451,"impel"
"III","PrepCom",451,"rfmos"
"III","PrepCom",451,"respect"
"III","PrepCom",451,"principles"
"III","PrepCom",451,"similar"
"III","PrepCom",451,"fish"
"III","PrepCom",451,"stocks"
"II","PrepCom",452,"address"
"II","PrepCom",452,"significant"
"II","PrepCom",452,"governance"
"II","PrepCom",452,"gaps"
"II","PrepCom",452,"coverage"
"II","PrepCom",452,"regional"
"II","PrepCom",452,"seas"
"II","PrepCom",452,"organizations"
"IV","PrepCom",453,"include"
"IV","PrepCom",453,"practical"
"IV","PrepCom",453,"provisions"
"IV","PrepCom",453,"ensure"
"IV","PrepCom",453,"effective"
"IV","PrepCom",453,"monitoring"
"IV","PrepCom",453,"compliance"
"IV","PrepCom",453,"surveillance"
"II","PrepCom",454,"oecd"
"II","PrepCom",454,"substantially"
"II","PrepCom",454,"ldcs"
"II","PrepCom",454,"sids"
"II","PrepCom",454,"suggesting"
"II","PrepCom",454,"imbalanced"
"II","PrepCom",454,"representation"
"II","PrepCom",454,"potential"
"II","PrepCom",454,"result"
"II","PrepCom",454,"skewed"
"II","PrepCom",454,"negotiations"
"II","BBNJ WG",455,"obligation"
"II","BBNJ WG",455,"parties"
"II","BBNJ WG",455,"support"
"II","BBNJ WG",455,"fora"
"II","BBNJ WG",455,"recognition"
"II","BBNJ WG",455,"measures"
"II","BBNJ WG",455,"adopted"
"II","BBNJ WG",455,"treaty"
"I","BBNJ WG",456,"underlying"
"I","BBNJ WG",456,"conservation"
"I","BBNJ WG",456,"management"
"I","BBNJ WG",456,"governance"
"I","BBNJ WG",456,"principles"
"I","BBNJ WG",456,"institutional"
"I","BBNJ WG",456,"framework"
"I","BBNJ WG",456,"implementation"
"I","BBNJ WG",456,"addressed"
"III","BBNJ WG",457,"include"
"III","BBNJ WG",457,"modern"
"III","BBNJ WG",457,"governance"
"III","BBNJ WG",457,"principles"
"III","BBNJ WG",457,"ecosystem"
"III","BBNJ WG",457,"approach"
"III","BBNJ WG",457,"precautionary"
"III","BBNJ WG",457,"principle"
"III","BBNJ WG",457,"transparency"
"III","BBNJ WG",457,"participation"
"III","BBNJ WG",457,"decision"
"III","BBNJ WG",457,"marking"
"III","BBNJ WG",457,"processes"
"III","BBNJ WG",457,"reflecting"
"III","BBNJ WG",457,"legal"
"III","BBNJ WG",457,"governance"
"III","BBNJ WG",457,"considerations"
"I","BBNJ WG",458,"provide"
"I","BBNJ WG",458,"common"
"I","BBNJ WG",458,"overarching"
"I","BBNJ WG",458,"principles"
"I","BBNJ WG",458,"objectives"
"I","BBNJ WG",458,"process"
"I","BBNJ WG",458,"review"
"I","BBNJ WG",458,"implementation"
"I","BBNJ WG",458,"progress"
"I","IGC",459,"promotion"
"I","IGC",459,"inclusive"
"I","IGC",459,"terminology"
"I","IGC",459,"reflects"
"I","IGC",459,"diverse"
"I","IGC",459,"knowledge"
"I","IGC",459,"systems"
"I","IGC",459,"stakeholder"
"I","IGC",459,"values"
"I","IGC",459,"enhance"
"I","IGC",459,"support"
"I","IGC",459,"science"
"I","IGC",459,"based"
"I","IGC",459,"approaches"
"I","IGC",460,"scattered"
"I","IGC",460,"references"
"I","IGC",460,"cooperation"
"I","IGC",460,"coordination"
"I","IGC",460,"lacks"
"I","IGC",460,"provision"
"I","IGC",460,"relevant"
"I","IGC",460,"modalities"
"II","IGC",461,"underlying"
"II","IGC",461,"criteria"
"II","IGC",461,"justify"
"II","IGC",461,"designating"
"II","IGC",461,"abmts"
"II","IGC",461,"mpas"
"II","IGC",461,"continued"
"II","IGC",461,"disagreement"
"II","IGC",461,"including"
"II","IGC",461,"climate"
"II","IGC",461,"change"
"II","IGC",461,"ocean"
"II","IGC",461,"acidification"
"I","IGC",462,"draft"
"I","IGC",462,"text"
"I","IGC",462,"include"
"I","IGC",462,"textured"
"I","IGC",462,"rules"
"I","IGC",462,"responsiveness"
"I","IGC",462,"accommodate"
"I","IGC",462,"challenges"
"I","IGC",462,"strengths"
"I","IGC",462,"stakeholders"
"III","IGC",463,"management"
"III","IGC",463,"measures"
"III","IGC",463,"seas"
"III","IGC",463,"mpas"
"III","IGC",463,"restrict"
"III","IGC",463,"seas"
"III","IGC",463,"freedoms"
"III","IGC",463,"legally"
"III","IGC",463,"bind"
"III","IGC",463,"contracting"
"III","IGC",463,"parties"
"VI","IGC",464,"sids"
"VI","IGC",464,"central"
"VI","IGC",464,"successful"
"VI","IGC",464,"outcome"
"VI","IGC",464,"due"
"VI","IGC",464,"dependence"
"VI","IGC",464,"environmental"
"VI","IGC",464,"services"
"V","IGC",465,"options"
"V","IGC",465,"organs"
"V","IGC",465,"including"
"V","IGC",465,"decision"
"V","IGC",465,"body"
"V","IGC",465,"forum"
"V","IGC",465,"scientific"
"V","IGC",465,"technical"
"V","IGC",465,"body"
"V","IGC",465,"subsidiary"
"V","IGC",465,"bodies"
"V","IGC",465,"secretariat"
"III","IGC",466,"establish"
"III","IGC",466,"system"
"III","IGC",466,"governance"
"III","IGC",466,"guidance"
"III","IGC",466,"existing"
"III","IGC",466,"institutions"
"III","IGC",466,"creates"
"III","IGC",466,"defining"
"III","IGC",466,"powers"
"III","IGC",466,"decision"
"III","IGC",466,"rules"
"III","IGC",466,"establishing"
"III","IGC",466,"procedures"
"III","IGC",466,"adopt"
"III","IGC",466,"amend"
"III","IGC",466,"substantive"
"III","IGC",466,"rules"
"III","IGC",466,"providing"
"III","IGC",466,"methods"
"III","IGC",466,"resolve"
"III","IGC",466,"disputes"
"I","PrepCom",467,"include"
"I","PrepCom",467,"social"
"I","PrepCom",467,"science"
"I","PrepCom",467,"science"
"I","PrepCom",467,"advisory"
"I","PrepCom",467,"process"
"I","PrepCom",467,"start"
"VI","PrepCom",468,"explicitly"
"VI","PrepCom",468,"provide"
"VI","PrepCom",468,"aspect"
"VI","PrepCom",468,"due"
"VI","PrepCom",468,"regard"
"VI","PrepCom",468,"achieve"
"VI","PrepCom",468,"proportionate"
"VI","PrepCom",468,"burden"
"VI","PrepCom",468,"sharing"
"VI","PrepCom",468,"developed"
"VI","PrepCom",468,"developing"
"III","PrepCom",469,"repeating"
"III","PrepCom",469,"content"
"III","PrepCom",469,"unclos"
"III","PrepCom",469,"relation"
"III","PrepCom",469,"continental"
"III","PrepCom",469,"shelf"
"III","PrepCom",469,"creating"
"III","PrepCom",469,"workable"
"III","PrepCom",469,"system"
"III","PrepCom",469,"avoid"
"III","PrepCom",469,"unnecessary"
"III","PrepCom",469,"conflicts"
"VI","PrepCom",470,"subsidiary"
"VI","PrepCom",470,"mechanism"
"VI","PrepCom",470,"empower"
"VI","PrepCom",470,"global"
"VI","PrepCom",470,"body"
"VI","PrepCom",470,"decision"
"VI","PrepCom",470,"abmts"
"VI","PrepCom",470,"including"
"VI","PrepCom",470,"mpas"
"VI","PrepCom",470,"competent"
"VI","PrepCom",470,"rfmo"
"II","PrepCom",471,"wide"
"II","PrepCom",471,"range"
"II","PrepCom",471,"activities"
"II","PrepCom",471,"abnj"
"II","PrepCom",471,"difficult"
"II","PrepCom",471,"identify"
"II","PrepCom",471,"accommodate"
"II","PrepCom",471,"relevant"
"II","PrepCom",471,"stakeholders"
"II","PrepCom",472,"create"
"II","PrepCom",472,"compatibility"
"II","PrepCom",472,"measures"
"II","PrepCom",472,"pacific"
"II","PrepCom",472,"island"
"II","PrepCom",472,"countries"
"II","PrepCom",472,"achieve"
"II","PrepCom",472,"balance"
"II","PrepCom",472,"biodiversity"
"II","PrepCom",472,"conservation"
"II","PrepCom",473,"consensus"
"II","PrepCom",473,"lacking"
"II","PrepCom",473,"principle"
"II","PrepCom",473,"common"
"II","PrepCom",473,"heritage"
"II","PrepCom",473,"mankind"
"II","PrepCom",473,"freedom"
"II","PrepCom",473,"seas"
"II","PrepCom",473,"applied"
"II","PrepCom",473,"water"
"II","PrepCom",473,"column"
"II","PrepCom",474,"adopt"
"II","PrepCom",474,"guidelines"
"II","PrepCom",474,"promote"
"II","PrepCom",474,"abmts"
"II","PrepCom",474,"vulnerable"
"II","PrepCom",474,"marine"
"II","PrepCom",474,"ecosystems"
"II","PrepCom",475,"expand"
"II","PrepCom",475,"mandate"
"II","PrepCom",475,"existing"
"II","PrepCom",475,"sectoral"
"II","PrepCom",475,"organizations"
"II","PrepCom",475,"adopt"
"II","PrepCom",475,"abmt"
"II","PrepCom",475,"measures"
"II","PrepCom",476,"enhance"
"II","PrepCom",476,"capacity"
"II","PrepCom",476,"rfmos"
"VI","PrepCom",477,"capacity"
"VI","PrepCom",477,"building"
"VI","PrepCom",477,"transfer"
"VI","PrepCom",477,"marine"
"VI","PrepCom",477,"technology"
"VI","PrepCom",477,"low"
"VI","PrepCom",477,"priority"
"I","BBNJ WG",478,"explain"
"I","BBNJ WG",478,"detail"
"I","BBNJ WG",478,"requirements"
"I","BBNJ WG",478,"mpa"
"I","BBNJ WG",478,"decision"
"I","BBNJ WG",478,"processes"
"I","BBNJ WG",478,"putting"
"I","BBNJ WG",478,"identification"
"I","BBNJ WG",478,"specific"
"I","BBNJ WG",478,"measures"
"I","BBNJ WG",478,"adopted"
"I","BBNJ WG",478,"legal"
"I","BBNJ WG",478,"effects"
"I","BBNJ WG",478,"mpa"
"III","BBNJ WG",479,"build"
"III","BBNJ WG",479,"consensus"
"III","BBNJ WG",479,"achieve"
"III","BBNJ WG",479,"ecology"
"III","BBNJ WG",479,"equity"
"III","BBNJ WG",479,"elements"
"III","BBNJ WG",479,"package"
"III","BBNJ WG",479,"deal"
"III","BBNJ WG",480,"fix"
"III","BBNJ WG",480,"current"
"III","BBNJ WG",480,"lack"
"III","BBNJ WG",480,"cooperation"
"III","BBNJ WG",480,"coordination"
"III","BBNJ WG",480,"coherency"
"III","BBNJ WG",480,"consistency"
"III","BBNJ WG",480,"global"
"III","BBNJ WG",480,"sectoral"
"III","BBNJ WG",480,"regional"
"III","BBNJ WG",480,"regimes"
"III","IGC",481,"trump"
"III","IGC",481,"regional"
"III","IGC",481,"instruments"
"III","IGC",481,"bodies"
"III","IGC",481,"act"
"III","IGC",481,"gap"
"III","IGC",481,"filler"
"I","IGC",482,"questions"
"I","IGC",482,"designate"
"I","IGC",482,"abmts"
"I","IGC",482,"mpas"
"I","IGC",482,"relevant"
"I","IGC",482,"instruments"
"I","IGC",482,"bodies"
"I","IGC",482,"exist"
"I","IGC",482,"lacking"
"I","IGC",482,"coordination"
"I","IGC",483,"provisions"
"I","IGC",483,"include"
"I","IGC",483,"specific"
"I","IGC",483,"guidelines"
"I","IGC",483,"achieve"
"I","IGC",483,"principles"
"I","IGC",483,"previously"
"I","IGC",483,"stated"
"II","IGC",484,"instrument"
"II","IGC",484,"secure"
"II","IGC",484,"widespread"
"II","IGC",484,"acceptance"
"I","IGC",485,"scientific"
"I","IGC",485,"knowledge"
"I","IGC",485,"expert"
"I","IGC",485,"opinion"
"I","IGC",485,"addressed"
"I","IGC",485,"directly"
"I","IGC",485,"including"
"I","IGC",485,"provisions"
"I","IGC",485,"remedying"
"I","IGC",485,"restoring"
"I","IGC",485,"marine"
"I","IGC",485,"environmental"
"I","IGC",485,"damage"
"II","IGC",486,"views"
"II","IGC",486,"genetic"
"II","IGC",486,"material"
"II","IGC",486,"living"
"II","IGC",486,"resources"
"II","IGC",486,"permeated"
"II","IGC",486,"process"
"II","IGC",486,"complicates"
"II","IGC",486,"institutional"
"II","IGC",486,"structure"
"II","IGC",487,"enable"
"II","IGC",487,"address"
"II","IGC",487,"issues"
"II","IGC",487,"purposive"
"II","IGC",487,"rational"
"II","IGC",487,"manner"
"II","IGC",487,"ad"
"II","IGC",487,"hoc"
"II","IGC",487,"approach"
"IV","PrepCom",488,"include"
"IV","PrepCom",488,"management"
"IV","PrepCom",488,"plans"
"IV","PrepCom",488,"abmt"
"IV","PrepCom",488,"mpa"
"IV","PrepCom",488,"planning"
"IV","PrepCom",488,"start"
"IV","PrepCom",488,"including"
"IV","PrepCom",488,"monitoring"
"IV","PrepCom",488,"enforcement"
"IV","PrepCom",488,"plans"
"IV","PrepCom",488,"linked"
"IV","PrepCom",488,"technologies"
"IV","PrepCom",488,"transparency"
"III","PrepCom",489,"concept"
"III","PrepCom",489,"adjacency"
"III","PrepCom",489,"employed"
"III","PrepCom",489,"context"
"III","PrepCom",489,"fisheries"
"III","PrepCom",489,"elaborated"
"III","PrepCom",489,"concept"
"III","PrepCom",489,"compatibility"
"III","PrepCom",489,"context"
"III","PrepCom",489,"fish"
"III","PrepCom",489,"stocks"
"I","PrepCom",490,"elucidate"
"I","PrepCom",490,"expectations"
"I","PrepCom",490,"coastal"
"I","PrepCom",490,"flag"
"I","PrepCom",490,"operating"
"I","PrepCom",490,"continental"
"I","PrepCom",490,"shelf"
"II","PrepCom",491,"environmentally"
"II","PrepCom",491,"oriented"
"II","PrepCom",491,"proposed"
"II","PrepCom",491,"approach"
"II","PrepCom",491,"rfmos"
"II","PrepCom",491,"unwilling"
"II","PrepCom",491,"negotiate"
"II","PrepCom",491,"agree"
"II","PrepCom",491,"treaty"
"II","PrepCom",491,"provisions"
"III","PrepCom",492,"undermining"
"III","PrepCom",492,"existing"
"III","PrepCom",492,"structures"
"III","PrepCom",492,"slow"
"III","PrepCom",492,"process"
"VI","PrepCom",493,"strengthen"
"VI","PrepCom",493,"systems"
"VI","PrepCom",493,"global"
"VI","PrepCom",493,"scientific"
"VI","PrepCom",493,"capacity"
"VI","PrepCom",493,"development"
"VI","PrepCom",493,"technology"
"VI","PrepCom",493,"transfer"
"III","PrepCom",494,"integrate"
"III","PrepCom",494,"questions"
"III","PrepCom",494,"related"
"III","PrepCom",494,"regulation"
"III","PrepCom",494,"international"
"III","PrepCom",494,"fisheries"
"II","PrepCom",495,"enable"
"II","PrepCom",495,"expand"
"II","PrepCom",495,"regional"
"II","PrepCom",495,"seas"
"II","PrepCom",495,"organizations"
"II","PrepCom",496,"promote"
"II","PrepCom",496,"sharing"
"II","PrepCom",496,"practices"
"II","PrepCom",496,"exchange"
"II","PrepCom",496,"rfmos"
"II","PrepCom",496,"identify"
"II","PrepCom",496,"pathways"
"II","PrepCom",496,"conservation"
"II","PrepCom",496,"sustainable"
"II","PrepCom",496,"ensuring"
"II","PrepCom",496,"timely"
"II","PrepCom",496,"cooperative"
"II","PrepCom",496,"responses"
"II","PrepCom",496,"international"
"II","PrepCom",496,"pressures"
"II","PrepCom",497,"divergence"
"II","PrepCom",497,"oecd"
"II","PrepCom",497,"sids"
"II","PrepCom",497,"ldcs"
"II","PrepCom",497,"mgrs"
"II","PrepCom",497,"abmts"
"II","PrepCom",497,"package"
"II","PrepCom",497,"elements"
"II","PrepCom",497,"suggests"
"II","PrepCom",497,"potential"
"II","PrepCom",497,"challenge"
"II","PrepCom",497,"consensus"
"III","BBNJ WG",498,"excluding"
"III","BBNJ WG",498,"fishing"
"III","BBNJ WG",498,"activities"
"III","BBNJ WG",498,"scope"
"III","BBNJ WG",498,"makes"
"III","BBNJ WG",498,"sense"
"I","BBNJ WG",499,"guiding"
"I","BBNJ WG",499,"principles"
"I","BBNJ WG",499,"establish"
"I","BBNJ WG",499,"mpas"
"I","BBNJ WG",499,"conduct"
"I","BBNJ WG",499,"eias"
"II","BBNJ WG",500,"prevent"
"II","BBNJ WG",500,"duplication"
"II","BBNJ WG",500,"effort"
"II","BBNJ WG",500,"enhancing"
"II","BBNJ WG",500,"exchange"
"II","BBNJ WG",500,"practices"
"II","BBNJ WG",500,"information"
"II","BBNJ WG",500,"regional"
"II","BBNJ WG",500,"sectoral"
"II","BBNJ WG",500,"organizations"
"I","IGC",501,"main"
"I","IGC",501,"question"
"I","IGC",501,"remains"
"I","IGC",501,"role"
"I","IGC",501,"overarching"
"I","IGC",501,"arrangement"
"I","IGC",501,"complementary"
"I","IGC",501,"respective"
"I","IGC",501,"regional"
"I","IGC",501,"bodies"
"I","IGC",501,"mechanisms"
"V","IGC",502,"procedural"
"V","IGC",502,"flexibility"
"V","IGC",502,"achieved"
"V","IGC",502,"review"
"V","IGC",502,"mechanisms"
"V","IGC",502,"ensuring"
"V","IGC",502,"measures"
"V","IGC",502,"tools"
"V","IGC",502,"chosen"
"V","IGC",502,"effective"
"V","IGC",502,"support"
"V","IGC",502,"adaptability"
"I","IGC",503,"aim"
"I","IGC",503,"bolster"
"I","IGC",503,"provisions"
"I","IGC",503,"unclos"
"I","IGC",503,"liability"
"I","IGC",503,"compensation"
"I","IGC",503,"achieve"
"I","IGC",503,"purposes"
"I","IGC",503,"avoid"
"I","IGC",503,"minimize"
"I","IGC",503,"restore"
"I","IGC",503,"compensate"
"I","IGC",503,"damage"
"I","IGC",503,"marine"
"I","IGC",503,"biodiversity"
"II","IGC",504,"undermine"
"II","IGC",504,"existing"
"II","IGC",504,"relevant"
"II","IGC",504,"legal"
"II","IGC",504,"instruments"
"II","IGC",504,"frameworks"
"II","IGC",504,"relevant"
"II","IGC",504,"global"
"II","IGC",504,"regional"
"II","IGC",504,"sectoral"
"II","IGC",504,"bodies"
"II","IGC",505,"creation"
"II","IGC",505,"decision"
"II","IGC",505,"body"
"II","IGC",505,"scientific"
"II","IGC",505,"technical"
"II","IGC",505,"body"
"II","IGC",505,"secretariat"
"II","PrepCom",506,"implement"
"II","PrepCom",506,"equitable"
"II","PrepCom",506,"transparent"
"II","PrepCom",506,"stakeholder"
"II","PrepCom",506,"engagement"
"II","PrepCom",506,"participation"
"II","PrepCom",506,"design"
"II","PrepCom",506,"designation"
"II","PrepCom",506,"abmts"
"II","PrepCom",506,"mpas"
"II","PrepCom",506,"including"
"II","PrepCom",506,"wide"
"II","PrepCom",506,"range"
"II","PrepCom",506,"user"
"II","PrepCom",506,"communities"
"II","PrepCom",506,"scientific"
"II","PrepCom",506,"community"
"II","PrepCom",506,"public"
"III","PrepCom",507,"set"
"III","PrepCom",507,"environmental"
"III","PrepCom",507,"obligations"
"III","PrepCom",507,"apply"
"III","PrepCom",507,"activities"
"III","PrepCom",507,"including"
"III","PrepCom",507,"obligations"
"III","PrepCom",507,"assess"
"III","PrepCom",507,"environmental"
"III","PrepCom",507,"impacts"
"III","PrepCom",507,"activities"
"III","PrepCom",507,"notify"
